Title,CC,CW,CSN,CS,CMSL,CP,CMPL,CLSL,CSSL,CSTDSL,CLSSR,CB,CBPS,CNL,CNLTLR,CR,CCC,CCCPC,CCCPS,CEL,CELPS,CELPC,SSLS,SSSS,SMSS,SLSR,SSSR,SQ,SQPS,SE,SEPS,SS,SMSPW,SMCPW,SSTP,SSTART,SSTC,SSTSUB,SSTI,SSTD,SSTADJ,SSTN,SSTADV,SSTPPS,SSTARTPS,SSTCPS,SSTSUBPS,SSTDPS,SSTADJPS,SSTNPS,SSTADVPS,SMV,STB,SUW,SN,SUN,SV,SUV,SP,SUP,SADV,SUADV,SADJ,SUADJ,SCC,SUCC,SSUB,SUSUB,SMVPW,STBPW,SUWPW,SNPW,SUNPW,SVPW,SUVPW,SPPW,SUPPW,SADVPW,SUADVPW,SADJPW,SUADJPW,SCCPW,SUCCPW,SSUBPW,SUSUBPW,STBPV,SUNPUW,SUVPUW,SUPPUW,SUADJPUW,SUADVPUW,SUCCPUW,SUSUBPUW,SWL6,RARI,RCL,RFRE,RFK,RGFI,RLBI,RSG,RDWS,RDC,RLWF,Quality
"Rumours (album)","25621","4128","175","10","2543.6","35","732.0285714285715","5648","73","1580.8085273049358","77.36986301369863","4","0.4","2455","0.09581983529136255","159","208","0.008118340423871044","20.8","2","0.2","7.806096561414464e-05","285","6","24.951219512195124","0.1402439024390244","0.43902439024390244","0","0.0","0","0.0","6722","1.6427174975562073","4.976539589442815","9","37","0","42","0","39","3","3","4","0.054878048780487805","0.22560975609756098","0.0","0.25609756097560976","0.23780487804878048","0.018292682926829267","0.018292682926829267","0.024390243902439025","7","92","1478","616","325","596","289","120","19","93","65","272","209","136","5","519","51","0.001710654936461388","0.022482893450635387","0.36119257086999024","0.15053763440860216","0.07942326490713587","0.14565004887585534","0.0706256109481916","0.02932551319648094","0.004643206256109482","0.022727272727272728","0.015884652981427175","0.06647116324535679","0.051075268817204304","0.033235581622678395","0.0012218963831867058","0.12683284457478006","0.012463343108504398","0.15436241610738255","0.2198917456021651","0.1955345060893099","0.012855209742895805","0.14140730717185385","0.04397834912043302","0.0033829499323410014","0.03450608930987822","1100","14.485111222373227","12.275738025415443","42.535611901866844","13.525042080919345","16.529852418758793","51.83293994230265","14.6758672859592","2222","9.811720272751117","16.5609756097561","5"
"British hydrogen bomb programme","44056","7130","347","7","6277.714285714285","53","831.2452830188679","15705","3055","4487.312436722219","5.140752864157119","7","1.0","3443","0.07815053568185945","14","15","0.0003404757581260214","2.142857142857143","0","0.0","0.0","87","1","21.737003058103976","0.18654434250764526","0.37920489296636084","0","0.0","0","0.0","12155","1.710045019696117","5.022650534608891","30","99","5","53","0","125","12","11","7","0.09174311926605505","0.30275229357798167","0.01529051987767584","0.1620795107033639","0.382262996941896","0.03669724770642202","0.03363914373088685","0.021406727828746176","81","268","1881","902","395","1068","410","191","22","214","89","563","234","228","6","935","57","0.011395610579628587","0.037703995498030385","0.26463140123804163","0.1268992684299381","0.055571187394485085","0.1502532357906584","0.057681485649971866","0.02687113111986494","0.0030951041080472708","0.030106921778277996","0.012521102982554868","0.07920652785593697","0.032920652785593696","0.032076533483398985","0.0008441193021947102","0.131541924592009","0.008019133370849746","0.250936329588015","0.2099946836788942","0.2179691653375864","0.011695906432748537","0.12440191387559808","0.04731525784157363","0.003189792663476874","0.030303030303030304","2062","13.095185547059863","12.371451885199775","40.102133229733","13.06596242507473","16.742071904164494","50.74656974352885","15.07555573327738","3724","9.350800258828835","15.241590214067278","5"
"Fuck the Millennium","20960","3431","168","9","2308.1111111111113","36","582.2222222222222","3856","854","1078.3556283115097","4.515222482435597","0","0.0","2018","0.09627862595419848","60","122","0.005820610687022901","13.555555555555555","0","0.0","0.0","74","1","21.11875","0.175","0.3875","13","0.08125","6","0.0375","5560","1.6454572358686002","4.897010949985202","14","41","5","13","0","44","4","16","5","0.0875","0.25625","0.03125","0.08125","0.275","0.025","0.1","0.03125","14","124","1261","517","298","501","281","99","22","106","78","209","153","130","7","411","45","0.004143237644273453","0.03669724770642202","0.3731873335306304","0.15300384729209826","0.08819177271382066","0.14826871855578574","0.0831606984314886","0.02929860905593371","0.006510802012429713","0.031370227878070436","0.023083752589523526","0.06185261911808227","0.04527966854098846","0.03847292098253921","0.0020716188221367266","0.12163361941402782","0.013317549570878958","0.24750499001996007","0.23632038065027755","0.22283901665344966","0.017446471054718478","0.12133227597145123","0.061855670103092786","0.0055511498810467885","0.035685963521015066","883","12.194296574430304","11.592826279964488","46.19378659551646","12.062707883249484","15.668571322876591","47.25074171352471","14.283593685282177","1810","9.505584110683634","14.371875","5"
"Group (mathematics)","44990","7387","360","9","4973.222222222223","122","368.7704918032787","13580","1120","3959.4681075170242","12.125","22","2.4444444444444446","2748","0.06108024005334519","3","3","6.668148477439431e-05","0.3333333333333333","0","0.0","0.0","81","2","21.610778443113773","0.17065868263473055","0.37425149700598803","0","0.0","0","0.0","12878","1.7841507342754226","4.943751731781657","11","94","1","67","0","131","20","14","22","0.03293413173652695","0.281437125748503","0.0029940119760479044","0.20059880239520958","0.39221556886227543","0.059880239520958084","0.041916167664670656","0.0658682634730539","57","370","1477","1443","375","1030","351","94","11","232","97","730","286","212","7","1055","52","0.007896924355777223","0.05126073704627321","0.20462732058742034","0.1999168744804655","0.051953449709060684","0.14269880853422","0.048628428927680795","0.013022998060404543","0.0015239678581324466","0.03214186755333887","0.01343862565807703","0.10113604876697146","0.039623164311443616","0.029371016902188973","0.0009697977279024661","0.1461623718481574","0.0072042116929897475","0.3592233009708738","0.25389302640487477","0.23764387271496276","0.007447528774542992","0.19363574813811782","0.06567366283006093","0.004739336492890996","0.035206499661475966","2044","12.660459878248489","11.899573288999719","33.96090776053879","13.891182257264358","18.519623097943764","49.92887209786578","16.324590921473238","3320","8.3346820865335","16.14071856287425","5"
"Mariah Carey","88424","14517","725","13","6784.615384615385","112","789.5","40392","366","10817.73257617989","110.36065573770492","19","1.4615384615384615","3189","0.03606486926626255","538","897","0.010144304713652403","69.0","1","0.07692307692307693","1.1309146837962545e-05","211","0","23.22653721682848","0.15210355987055016","0.37216828478964403","1","0.0016181229773462784","4","0.006472491909385114","23891","1.6644141005991362","4.885397798523059","105","83","7","178","1","91","9","9","17","0.16990291262135923","0.1343042071197411","0.011326860841423949","0.28802588996763756","0.14724919093851133","0.014563106796116505","0.014563106796116505","0.02750809061488673","35","339","3561","2020","808","2005","718","766","30","360","126","1038","486","489","7","1968","81","0.002438344712275324","0.023617110213180994","0.2480841577260694","0.14072732339417585","0.056290929357670334","0.13968231851748641","0.05002090009753379","0.05336491570293995","0.002090009753378849","0.02508011704054619","0.008778040964191167","0.07231433746690819","0.033858158004737356","0.03406715898007524","0.0004876689424550648","0.1371046398216525","0.005643026334122892","0.1690773067331671","0.2269025554619489","0.20162875596742488","0.008424599831508003","0.13647851727042964","0.03538331929233361","0.001965739960685201","0.02274641954507161","3554","13.193492239457854","11.651734708095304","42.450631814232224","13.108435901632912","16.037166370638317","47.98618609518991","14.436118245405893","7613","9.526654470839743","15.53074433656958","5"
"Hippocampus","49932","7772","338","8","6224.75","81","616.4444444444445","14854","598","4833.950107609422","24.839464882943144","19","2.375","2165","0.043358968196747574","160","205","0.004105583593687415","25.625","5","0.625","0.00010013618521188816","109","3","23.114114114114113","0.12012012012012012","0.3933933933933934","0","0.0","0","0.0","14398","1.8705989346498635","5.2812784201637","26","93","0","44","1","138","33","13","21","0.07807807807807808","0.27927927927927926","0.0","0.13213213213213212","0.4144144144144144","0.0990990990990991","0.03903903903903904","0.06306306306306306","49","335","1906","1533","578","1178","420","99","11","316","122","886","372","259","6","1088","62","0.006366116668832012","0.043523450695076","0.24762894634273094","0.19916850721060153","0.07509419254254905","0.15304664154865533","0.05456671430427439","0.012862154086007535","0.001429128231778615","0.041054956476549304","0.015850331297908277","0.11510978303235027","0.04833051838378589","0.03364947382096921","0.0007795244900610628","0.14135377419773937","0.00805508639729765","0.2843803056027165","0.30325288562434416","0.2203567681007345","0.005771248688352571","0.19517313746065057","0.06400839454354669","0.0031479538300104933","0.03252885624344176","2400","15.001878416028084","13.973314278290243","25.121504302795756","15.4975719333729","19.47820378518053","54.29509371655662","17.020489130752257","3722","8.781951810092542","17.46996996996997","5"
"Western Ganga dynasty","32653","5045","222","6","5429.666666666667","44","742.1136363636364","17111","143","6026.292049566355","119.65734265734265","5","0.8333333333333334","2232","0.06835512816586531","160","185","0.005665635623066793","30.833333333333332","1","0.16666666666666666","3.062505742198267e-05","64","2","22.868181818181817","0.15454545454545454","0.3","0","0.0","0","0.0","9498","1.8878950506857484","5.31484794275492","18","58","2","35","0","79","17","5","6","0.08181818181818182","0.2636363636363636","0.00909090909090909","0.1590909090909091","0.35909090909090907","0.07727272727272727","0.022727272727272728","0.02727272727272727","5","187","1765","881","521","655","281","111","17","85","53","432","241","226","4","689","44","0.0009938382031405286","0.03716954879745577","0.35082488570860665","0.17511429139336115","0.10355794076724309","0.13019280461140925","0.055853707016497715","0.022063208109719738","0.003379049890677798","0.016895249453388987","0.010534684953289604","0.08586762075134168","0.04790300139137348","0.044921486781951896","0.000795070562512423","0.13695090439276486","0.008745776187636653","0.28549618320610687","0.2951841359773371","0.15920679886685551","0.009631728045325779","0.13654390934844193","0.03002832861189802","0.0022662889518413596","0.024929178470254956","1588","15.03702471946658","14.156931027628705","23.907874166531172","15.605752507182743","19.157211109304132","54.432483149925005","16.795258722452797","2554","9.150095648434252","17.15681818181818","5"
"Lynx (constellation)","13337","2269","147","4","3320.25","22","606.2272727272727","10201","846","4589.252108641088","12.05791962174941","3","0.75","1052","0.07887830846517208","46","62","0.004648721601559571","15.5","2","0.5","0.00014995876134063133","81","6","23.479166666666668","0.14583333333333334","0.3645833333333333","0","0.0","0","0.0","3693","1.6384205856255545","4.751109139307897","15","24","0","6","0","28","5","7","7","0.15625","0.25","0.0","0.0625","0.2916666666666667","0.052083333333333336","0.07291666666666667","0.07291666666666667","5","110","797","321","137","303","114","56","10","85","44","225","145","69","4","308","33","0.0022182786157941437","0.048802129547471165","0.3535936113575865","0.14241348713398402","0.06078083407275954","0.1344276841171251","0.050576752440106475","0.024844720496894408","0.0044365572315882874","0.03771073646850044","0.019520851818988466","0.09982253771073647","0.06433007985803017","0.030612244897959183","0.001774622892635315","0.13664596273291926","0.014640638864241348","0.36303630363036304","0.17189460476787954","0.14303638644918445","0.012547051442910916","0.18193224592220827","0.05520702634880803","0.005018820577164366","0.04140526976160602","547","12.68730737947353","10.875829636202305","44.393264289411434","12.900237910381545","16.66762052647146","47.7471347234546","14.935058373846658","1102","8.884433569949719","16.010416666666668","5"
"Parasaurolophus","29014","4453","270","6","4819.166666666667","45","644.7555555555556","14498","920","5110.360786350281","15.758695652173913","10","1.6666666666666667","1510","0.05204384090439099","3","4","0.00013786447921692975","0.6666666666666666","3","0.5","0.00010339835941269732","60","3","22.88082901554404","0.15025906735751296","0.35751295336787564","0","0.0","0","0.0","8166","1.8491847826086956","5.328804347826087","24","44","2","27","0","63","7","5","16","0.12435233160621761","0.22797927461139897","0.010362694300518135","0.13989637305699482","0.32642487046632124","0.03626943005181347","0.025906735751295335","0.08290155440414508","33","199","1418","703","371","652","262","96","12","142","82","406","228","185","5","638","55","0.007472826086956522","0.04506340579710145","0.3211050724637681","0.15919384057971014","0.08401268115942029","0.14764492753623187","0.059329710144927536","0.021739130434782608","0.002717391304347826","0.03215579710144927","0.018568840579710144","0.09193840579710146","0.051630434782608696","0.041893115942028984","0.0011322463768115942","0.14447463768115942","0.012454710144927536","0.3052147239263804","0.2616361071932299","0.1847672778561354","0.00846262341325811","0.1607898448519041","0.05782792665726375","0.003526093088857546","0.038787023977433006","1339","15.109082986032888","14.239710144927535","27.16992594052715","15.153903750844787","18.89870841781182","53.20238698655854","16.617872095431334","2103","8.654447543084029","17.015544041450777","5"
"New York State Route 32","41662","6563","319","6","6928.0","58","718.3103448275862","14958","990","5552.849682820524","15.10909090909091","13","2.1666666666666665","1193","0.028635207143200038","57","107","0.0025682876482166004","17.833333333333332","0","0.0","0.0","1412","2","28.436681222707424","0.08733624454148471","0.6200873362445415","0","0.0","0","0.0","10853","1.666615479115479","5.137285012285012","16","47","0","66","1","60","4","7","31","0.06986899563318777","0.2052401746724891","0.0","0.28820960698689957","0.26200873362445415","0.017467248908296942","0.03056768558951965","0.13537117903930132","22","108","1629","1203","405","621","296","126","14","235","97","395","211","154","5","854","64","0.0033783783783783786","0.016584766584766583","0.25015356265356264","0.18473587223587223","0.06219287469287469","0.09536240786240786","0.045454545454545456","0.01934889434889435","0.00214987714987715","0.036087223587223584","0.014895577395577396","0.060657248157248156","0.0324017199017199","0.02364864864864865","0.0007678132678132678","0.13114250614250614","0.009828009828009828","0.17391304347826086","0.24861878453038674","0.18170656844689995","0.008594229588704727","0.12952731737262124","0.05954573357888275","0.003069367710251688","0.039287906691221605","1863","16.98495301921612","13.36632678132678","36.976099025782446","15.166368330418553","18.094574208984692","57.04540358142978","15.615460100483723","3897","10.859726894788794","18.995633187772924","5"
"1980 eruption of Mount St. Helens","32164","5372","306","9","3551.0","68","473.0","7067","2054","1790.098460979172","3.440603700097371","12","1.3333333333333333","2365","0.07352941176470588","41","90","0.002798159432906355","10.0","12","1.3333333333333333","0.000373087924387514","54","6","23.166666666666668","0.16228070175438597","0.35964912280701755","0","0.0","0","0.0","8819","1.669632714880727","4.854789852328663","4","65","0","48","0","92","16","8","13","0.017543859649122806","0.2850877192982456","0.0","0.21052631578947367","0.40350877192982454","0.07017543859649122","0.03508771929824561","0.05701754385964912","9","168","1682","958","397","748","368","72","13","204","104","506","277","217","3","770","62","0.0017039000378644452","0.03180613404013631","0.31843998485422187","0.18137069291934874","0.07516092389246498","0.14161302536917833","0.06967057932601288","0.013631200302915562","0.0024611889435819764","0.03862173419159409","0.01968951154865581","0.09579704657326771","0.05244225672093904","0.04108292313517607","0.0005679666792881485","0.14577811435062477","0.011737978038621734","0.22459893048128343","0.23602853745541022","0.21878715814506539","0.0077288941736028535","0.16468489892984542","0.06183115338882283","0.0017835909631391202","0.036860879904875146","1326","13.019393537801335","11.468466489965923","42.06990565442388","13.146666035592581","16.862274391013507","48.27079389120283","15.11106312774901","2582","8.86769218730279","15.982456140350877","5"
"Kansas Turnpike","44254","7052","368","7","6309.428571428572","78","567.3589743589744","14492","2206","5457.7455008804645","6.56935630099728","7","1.0","2206","0.0498486012563836","97","165","0.0037284765218963257","23.571428571428573","6","0.8571428571428571","0.00013558096443259365","683","3","22.288888888888888","0.13015873015873017","0.4666666666666667","0","0.0","0","0.0","11932","1.6994730095428001","5.083036604472297","20","91","1","68","0","118","11","14","21","0.06349206349206349","0.28888888888888886","0.0031746031746031746","0.21587301587301588","0.3746031746031746","0.03492063492063492","0.044444444444444446","0.06666666666666667","20","209","1887","1474","512","895","394","108","10","214","88","434","227","164","6","889","68","0.002848597065945022","0.029767839339125482","0.2687651331719128","0.20994160376014812","0.07292408488819256","0.12747471870103974","0.056117362199116935","0.015382424156103119","0.001424298532972511","0.030479988605611737","0.012533827090158097","0.06181455633100698","0.032331576698476","0.02335849594074918","0.0008545791197835066","0.12662013958125623","0.009685230024213076","0.2335195530726257","0.2713301536830949","0.2087970323264441","0.005299417064122946","0.12029676735559089","0.04663487016428193","0.003179650238473768","0.036036036036036036","2000","13.655546851508966","12.760239282153538","40.436361170456905","13.15644817927171","16.527006915760655","50.77485954833911","14.894125910157047","3722","9.47618549051259","15.385714285714286","5"
"Columbia Slough","42020","6821","370","10","4189.8","62","677.741935483871","9916","772","2448.3953838290813","12.844559585492227","20","2.0","3519","0.08374583531651594","56","93","0.002213231794383627","9.3","4","0.4","9.519276534983341e-05","66","3","21.71153846153846","0.13141025641025642","0.2692307692307692","0","0.0","0","0.0","11286","1.66607617360496","4.989371124889282","10","70","0","74","0","80","24","8","13","0.03205128205128205","0.22435897435897437","0.0","0.23717948717948717","0.2564102564102564","0.07692307692307693","0.02564102564102564","0.041666666666666664","15","108","1929","1075","418","753","378","82","15","178","82","473","247","316","4","954","69","0.0022143489813994687","0.015943312666076175","0.28476527900797166","0.15869501033362857","0.061706524948331856","0.11116031886625333","0.05580159433126661","0.01210510776498376","0.0022143489813994687","0.02627694124594036","0.01210510776498376","0.06982580454679657","0.036462946560377914","0.04664895187481547","0.000590493061706525","0.1408325952170062","0.010186005314437556","0.14342629482071714","0.21669258683255574","0.19595645412130638","0.007776049766718507","0.12804561949196475","0.04250907205806117","0.002073613271124935","0.03576982892690513","1779","12.925707228997744","12.174171833480955","43.84774417455884","12.537198848538534","15.640623651518249","47.97371738093616","14.229542307542385","3604","9.47771309304808","14.631410256410257","5"
"Roland TR-808","12647","2049","100","6","2091.8333333333335","28","451.67857142857144","5462","908","1691.9046564941734","6.015418502202643","3","0.5","1510","0.11939590416699612","38","106","0.008381434332252708","17.666666666666668","4","0.6666666666666666","0.00031628054083972484","49","7","22.208791208791208","0.08791208791208792","0.25274725274725274","0","0.0","0","0.0","3452","1.7080653142008906","5.006432459178624","13","23","0","23","0","23","3","0","2","0.14285714285714285","0.25274725274725274","0.0","0.25274725274725274","0.25274725274725274","0.03296703296703297","0.0","0.02197802197802198","12","47","803","338","173","298","155","72","14","47","30","183","115","75","4","234","35","0.005937654626422563","0.023255813953488372","0.39732805541810984","0.16724393864423553","0.08560118753092529","0.14745175655616033","0.07669470559129143","0.035625927758535375","0.006927263730826323","0.023255813953488372","0.014844136566056407","0.09054923305294409","0.05690252350321623","0.03711034141514102","0.0019792182088075212","0.11578426521523998","0.017318159327065808","0.15771812080536912","0.21544209215442092","0.1930261519302615","0.017434620174346202","0.1432129514321295","0.037359900373599","0.0049813200498132005","0.043586550435865505","533","13.254692487126924","12.305017318159326","39.79075134168161","13.226599278999085","17.176440778419998","48.58187384115143","15.38742837769427","1008","8.977023634257876","15.708791208791208","5"
"Manhattan Project","114225","18285","950","14","8140.142857142857","175","652.7142857142857","20217","975","6104.4643292636865","20.735384615384614","28","2.0","3933","0.03443204202232436","336","373","0.003265484788794047","26.642857142857142","3","0.21428571428571427","2.6263952724885094e-05","172","3","22.617977528089888","0.15355805243445692","0.3645443196004994","0","0.0","0","0.0","31928","1.7623226803554672","5.114036540266048","64","215","4","177","0","257","26","30","36","0.07990012484394507","0.26841448189762795","0.004993757802746567","0.2209737827715356","0.3208489388264669","0.03245942571785269","0.03745318352059925","0.0449438202247191","125","623","4072","2671","933","2699","899","367","28","533","184","1350","547","645","10","2476","83","0.0068995970635314895","0.03438759176464094","0.2247612739416018","0.14743059005354087","0.05149859248219904","0.14897609979577192","0.049621902080918476","0.020257216978528454","0.0015455097422310538","0.029419881878898272","0.010156206877518352","0.07451564828614009","0.0301926367500138","0.03560192084782249","0.0005519677650825191","0.13666721863443174","0.004581332450184909","0.23082623193775473","0.22912573673870335","0.22077603143418467","0.0068762278978389","0.1343320235756385","0.04518664047151277","0.002455795677799607","0.02038310412573674","5536","13.966100868698035","12.961841364464313","34.78525405091625","14.026418864149573","17.88529886573725","53.17491300305815","15.899999074987658","9403","9.317103106710254","16.306491885143572","5"
"Hurricane Rosa (2018)","11939","1895","88","3","3956.6666666666665","15","795.9333333333333","5593","1858","1909.9398768896715","3.0102260495156083","2","0.6666666666666666","1858","0.15562442415612698","57","80","0.006700728704246587","26.666666666666668","2","0.6666666666666666","0.00016751821760616466","45","12","23.848101265822784","0.10126582278481013","0.27848101265822783","0","0.0","0","0.0","3397","1.8030785562632696","5.15339702760085","2","21","0","23","0","23","2","3","5","0.02531645569620253","0.26582278481012656","0.0","0.2911392405063291","0.2911392405063291","0.02531645569620253","0.0379746835443038","0.06329113924050633","2","29","738","288","156","240","160","21","4","52","36","133","93","59","1","323","47","0.0010615711252653928","0.015392781316348195","0.39171974522292996","0.15286624203821655","0.08280254777070063","0.12738853503184713","0.08492569002123142","0.011146496815286623","0.0021231422505307855","0.027600849256900213","0.01910828025477707","0.07059447983014862","0.04936305732484077","0.03131634819532909","0.0005307855626326964","0.17144373673036092","0.024946921443736732","0.12083333333333333","0.21138211382113822","0.21680216802168023","0.005420054200542005","0.12601626016260162","0.04878048780487805","0.0013550135501355014","0.06368563685636856","593","14.766550632911397","13.260785562632694","30.088731355317293","14.987086457577472","18.732446451127412","55.32368512994168","16.503531732870567","1037","9.874070706011988","17.40506329113924","5"
"Don't Say You Love Me (M2M song)","14219","2523","99","8","1755.125","28","507.82142857142856","3342","86","1047.233967240777","38.86046511627907","3","0.375","1110","0.07806456150221534","63","134","0.009424010127294465","16.75","0","0.0","0.0","168","5","25.11111111111111","0.10101010101010101","0.40404040404040403","0","0.0","0","0.0","3737","1.503218020917136","4.431214802896219","18","27","0","18","0","29","2","0","2","0.18181818181818182","0.2727272727272727","0.0","0.18181818181818182","0.29292929292929293","0.020202020202020204","0.0","0.020202020202020204","5","89","810","329","138","417","170","109","18","75","33","156","93","93","5","340","36","0.002011263073209976","0.03580048270313757","0.3258246178600161","0.13234111021721642","0.05551086082059534","0.167739340305712","0.06838294448913917","0.04384553499597747","0.007240547063555913","0.030168946098149636","0.01327433628318584","0.06275140788415125","0.037409493161705554","0.037409493161705554","0.002011263073209976","0.13676588897827835","0.014481094127111826","0.21342925659472423","0.17037037037037037","0.20987654320987653","0.022222222222222223","0.11481481481481481","0.040740740740740744","0.006172839506172839","0.044444444444444446","481","11.99657727719675","9.076781979082863","54.17497765263255","11.941305980155544","14.823205506391346","44.45946187539108","13.023866798666859","1287","9.419980137659785","15.555555555555555","5"
"Rhythm Killers","18905","3033","129","8","2341.75","30","630.1666666666666","5165","55","1558.7905338984544","93.9090909090909","0","0.0","1614","0.08537423961914838","50","129","0.00682359164242264","16.125","1","0.125","5.289605924358635e-05","81","5","24.541666666666668","0.19166666666666668","0.35833333333333334","0","0.0","0","0.0","5029","1.7076400679117147","5.142275042444822","17","14","1","25","0","17","7","2","3","0.14166666666666666","0.11666666666666667","0.008333333333333333","0.20833333333333334","0.14166666666666666","0.058333333333333334","0.016666666666666666","0.025","8","57","1116","513","238","378","218","116","20","60","37","244","167","129","6","377","44","0.0027164685908319186","0.01935483870967742","0.37894736842105264","0.17419354838709677","0.08081494057724957","0.12835314091680816","0.07402376910016978","0.03938879456706282","0.006791171477079796","0.02037351443123939","0.012563667232597622","0.08285229202037352","0.0567062818336163","0.04380305602716469","0.0020373514431239388","0.12801358234295415","0.014940577249575551","0.15079365079365079","0.2132616487455197","0.1953405017921147","0.017921146953405017","0.1496415770609319","0.033154121863799284","0.005376344086021506","0.03942652329749104","812","15.060948783248449","13.230465195246182","37.45885858800227","14.131402801358234","17.015308432371253","52.113822863610636","15.134931603849854","1595","9.769066327108094","16.6875","5"
"2006 Heineken Cup Final","22484","3753","157","6","3734.1666666666665","26","864.7692307692307","9530","433","3376.9993435987913","22.009237875288683","7","1.1666666666666667","2114","0.09402241594022416","61","149","0.00662693470912649","24.833333333333332","0","0.0","0.0","67","1","23.796178343949045","0.17197452229299362","0.3885350318471338","2","0.012738853503184714","0","0.0","6031","1.6142933618843682","4.8511777301927195","15","30","1","26","0","34","3","4","9","0.09554140127388536","0.1910828025477707","0.006369426751592357","0.16560509554140126","0.21656050955414013","0.01910828025477707","0.025477707006369428","0.05732484076433121","17","111","1137","525","229","566","242","122","21","121","61","241","129","109","4","485","44","0.004550321199143469","0.029710920770877943","0.30433618843683086","0.14052462526766596","0.06129550321199143","0.15149892933618844","0.06477516059957174","0.032655246252676656","0.005620985010706638","0.03238758029978587","0.016327623126338328","0.06450749464668094","0.0345289079229122","0.02917558886509636","0.0010706638115631692","0.12981798715203427","0.011777301927194861","0.196113074204947","0.20140721196130168","0.21284080914687775","0.018469656992084433","0.11345646437994723","0.05364995602462621","0.003518029903254178","0.03869832893579595","964","13.31713628118223","11.481027837259099","46.11266056547416","12.739171224375674","16.11376041680874","49.59917620262142","14.44490528163924","1725","8.47090875421105","15.821656050955413","4"
"Samson Occom Bridge","3218","517","26","4","791.5","4","804.5","1049","522","220.31870854136136","2.0095785440613025","0","0.0","740","0.22995649471721566","4","9","0.0027967681789931634","2.25","0","0.0","0.0","38","2","20.32","0.12","0.28","0","0.0","0","0.0","896","1.763779527559055","5.106299212598425","2","9","0","2","0","9","0","0","1","0.08","0.36","0.0","0.08","0.36","0.0","0.0","0.04","3","21","241","94","57","62","37","8","3","12","10","35","33","9","3","75","20","0.005905511811023622","0.04133858267716536","0.4744094488188976","0.18503937007874016","0.11220472440944881","0.1220472440944882","0.07283464566929133","0.015748031496062992","0.005905511811023622","0.023622047244094488","0.01968503937007874","0.0688976377952756","0.06496062992125984","0.017716535433070866","0.005905511811023622","0.14763779527559054","0.03937007874015748","0.3387096774193548","0.23651452282157676","0.15352697095435686","0.012448132780082987","0.13692946058091288","0.04149377593360996","0.012448132780082987","0.08298755186721991","135","12.780669291338583","12.768346456692914","36.99445196850397","13.147398425196855","16.5531968503937","46.894803149606304","14.947721391685242","262","9.151533417322835","14.44","4"
"Paul Gondjout","9149","1459","78","4","2265.5","17","538.1764705882352","3338","1205","1007.8877252286917","2.7701244813278008","0","0.0","1205","0.13170838342988306","42","63","0.006885998469778117","15.75","0","0.0","0.0","54","5","19.554054054054053","0.16216216216216217","0.35135135135135137","0","0.0","0","0.0","2578","1.7816171389080857","5.10573600552868","11","11","0","21","0","12","4","6","5","0.14864864864864866","0.14864864864864866","0.0","0.28378378378378377","0.16216216216216217","0.05405405405405406","0.08108108108108109","0.06756756756756757","10","49","636","199","143","226","144","63","14","41","29","102","72","49","3","189","35","0.006910850034554251","0.033863165169315826","0.4395300621976503","0.1375259156876296","0.09882515549412578","0.15618521078092606","0.0995162404975812","0.043538355217691775","0.009675190048375951","0.028334485141672427","0.020041465100207326","0.07049067035245335","0.0497581202487906","0.033863165169315826","0.002073255010366275","0.13061506565307532","0.024187975120939877","0.2168141592920354","0.2248427672955975","0.22641509433962265","0.0220125786163522","0.11320754716981132","0.04559748427672956","0.0047169811320754715","0.055031446540880505","430","12.39504361306711","12.707975120939874","36.2628251835111","13.059163320196493","16.916300267095018","49.27070920263733","15.174660822997847","735","8.990371751433534","14.222972972972974","4"
