Title,CC,CW,CSN,CS,CMSL,CP,CMPL,CLSL,CSSL,CSTDSL,CLSSR,CB,CBPS,CNL,CNLTLR,CR,CCC,CCCPC,CCCPS,CEL,CELPS,CELPC,SSLS,SSSS,SMSS,SLSR,SSSR,SQ,SQPS,SE,SEPS,SS,SMSPW,SMCPW,SSTP,SSTART,SSTC,SSTSUB,SSTI,SSTD,SSTADJ,SSTN,SSTADV,SSTPPS,SSTARTPS,SSTCPS,SSTSUBPS,SSTDPS,SSTADJPS,SSTNPS,SSTADVPS,SMV,STB,SUW,SN,SUN,SV,SUV,SP,SUP,SADV,SUADV,SADJ,SUADJ,SCC,SUCC,SSUB,SUSUB,SMVPW,STBPW,SUWPW,SNPW,SUNPW,SVPW,SUVPW,SPPW,SUPPW,SADVPW,SUADVPW,SADJPW,SUADJPW,SCCPW,SUCCPW,SSUBPW,SUSUBPW,STBPV,SUNPUW,SUVPUW,SUPPUW,SUADJPUW,SUADVPUW,SUCCPUW,SUSUBPUW,SWL6,RARI,RCL,RFRE,RFK,RGFI,RLBI,RSG,RDWS,RDC,RLWF,Quality
"Promotion (chess)","26606","4512","428","9","2935.6666666666665","90","295.6222222222222","7244","272","2802.6413880480677","26.63235294117647","11","1.2222222222222223","686","0.02578365782154401","71","86","0.003232353604450124","9.555555555555555","2","0.2222222222222222","7.517101405697962e-05","60","1","16.826415094339623","0.16226415094339622","0.32452830188679244","14","0.052830188679245285","26","0.09811320754716982","7045","1.5799506615833145","4.633550123346041","3","37","3","54","0","53","5","27","20","0.011320754716981131","0.13962264150943396","0.011320754716981131","0.2037735849056604","0.2","0.018867924528301886","0.1018867924528302","0.07547169811320754","87","188","1224","902","258","700","247","90","10","231","93","319","175","105","5","519","58","0.019511101143754206","0.04216191971294012","0.27450100919488674","0.20228750840995738","0.05786050684009868","0.15698587127158556","0.05539358600583091","0.020183897734918143","0.002242655303879794","0.05180533751962323","0.02085669432608208","0.07154070419376542","0.03924646781789639","0.023547880690737835","0.001121327651939897","0.1163938102713613","0.013007400762502803","0.26857142857142857","0.2107843137254902","0.20179738562091504","0.008169934640522876","0.14297385620915032","0.07598039215686274","0.004084967320261438","0.04738562091503268","988","8.807228628129668","9.68613590491141","56.09236270929688","9.615719693475565","13.566179403961463","38.983849496671986","12.816327174977506","1994","7.895648721982677","11.288679245283019","3"
"MMR vaccine","14826","2326","127","7","2103.714285714286","44","336.95454545454544","4337","126","1762.1960460635203","34.42063492063492","5","0.7142857142857143","3222","0.21732092270335895","72","109","0.007351949278294887","15.571428571428571","0","0.0","0.0","87","5","21.252336448598133","0.1308411214953271","0.411214953271028","0","0.0","0","0.0","4165","1.8315743183817061","5.212401055408971","3","31","0","21","0","42","5","2","2","0.028037383177570093","0.2897196261682243","0.0","0.19626168224299065","0.3925233644859813","0.04672897196261682","0.018691588785046728","0.018691588785046728","14","92","845","401","196","334","164","11","5","83","49","171","108","71","3","342","43","0.006156552330694811","0.040457343887423045","0.37159190853122254","0.17634124890061564","0.08619173262972735","0.1468777484608619","0.07211961301671065","0.004837291116974494","0.0021987686895338612","0.036499560246262094","0.021547933157431837","0.07519788918205805","0.047493403693931395","0.031222515391380826","0.0013192612137203166","0.1503957783641161","0.018909410729991204","0.2754491017964072","0.2319526627218935","0.1940828402366864","0.005917159763313609","0.12781065088757396","0.05798816568047337","0.0035502958579881655","0.05088757396449704","758","13.746577195275322","13.45613016710642","30.312691169580546","14.310988171857407","18.562500102746203","54.58566978193147","16.337525815492338","1214","9.48378167500966","15.97196261682243","3"
"Edna St. Vincent Millay","20513","3409","183","6","3405.5","48","427.3541666666667","7420","1345","2652.95440971005","5.516728624535316","0","0.0","1422","0.06932189343343245","56","72","0.003509969287768732","12.0","11","1.8333333333333333","0.0005362453078535563","64","2","22.032467532467532","0.16233766233766234","0.4155844155844156","0","0.0","1","0.006493506493506494","5589","1.6472148541114058","4.8432066018272915","32","19","0","36","0","20","2","4","7","0.2077922077922078","0.12337662337662338","0.0","0.23376623376623376","0.12987012987012986","0.012987012987012988","0.025974025974025976","0.045454545454545456","12","72","1376","498","315","463","265","210","19","97","62","221","160","126","6","458","50","0.0035366931918656055","0.021220159151193633","0.4055408193339228","0.14677276746242263","0.09283819628647215","0.13645741231948127","0.0781019746536988","0.0618921308576481","0.005599764220453876","0.028588269967580314","0.018272914824638962","0.06513409961685823","0.04715590922487474","0.03713527851458886","0.0017683465959328027","0.13498379015620396","0.014736221632773357","0.15550755939524838","0.22892441860465115","0.1925872093023256","0.013808139534883721","0.11627906976744186","0.04505813953488372","0.00436046511627907","0.036337209302325583","783","12.397736860840304","11.33458296492779","45.11766879672055","12.439797616176929","15.520915100225444","45.10939060939061","14.110070088790383","1629","8.673685721175378","14.71103896103896","3"
"Traci Lords","27381","4618","239","6","4548.666666666667","39","702.0769230769231","23099","21","9145.118668812705","1099.952380952381","11","1.8333333333333333","2656","0.09700157043205142","86","93","0.003396515832146379","15.5","0","0.0","0.0","198","1","19.611353711790393","0.10043668122270742","0.3318777292576419","1","0.004366812227074236","4","0.017467248908296942","7204","1.604097083054999","4.7608550434201735","58","18","5","77","1","21","2","1","13","0.25327510917030566","0.07860262008733625","0.021834061135371178","0.33624454148471616","0.09170305676855896","0.008733624454148471","0.004366812227074236","0.056768558951965066","16","132","1509","651","304","664","284","315","24","125","59","241","155","132","7","579","50","0.0035626809173903364","0.029392117568470273","0.3360053440213761","0.1449565798263193","0.06769093743041639","0.14785125807169897","0.06323758628367847","0.07014028056112225","0.005344021376085505","0.027833444667112003","0.013137385882876865","0.05366288131819194","0.03451347138721888","0.029392117568470273","0.0015586729013582722","0.1289245156980628","0.0111333778668448","0.19879518072289157","0.20145791915175612","0.18820410868124585","0.015904572564612324","0.10271703114645461","0.0390987408880053","0.004638833664678595","0.03313452617627568","1000","10.799304110404215","10.684497884658203","51.22286275607988","10.986773527647244","14.186113517670956","41.87810944547999","13.202293844844238","2381","9.344130403067172","12.914847161572052","3"
"Hoagy Carmichael","29242","4636","227","8","3629.625","58","504.17241379310343","17758","207","5870.422665179837","85.78743961352657","8","1.0","1259","0.043054510635387455","114","151","0.005163805485260926","18.875","4","0.5","0.00013678954927843514","177","3","22.057971014492754","0.15942028985507245","0.43478260869565216","0","0.0","0","0.0","7745","1.6962330267192292","5.102058694699956","32","18","1","52","0","20","3","0","5","0.15458937198067632","0.08695652173913043","0.004830917874396135","0.25120772946859904","0.0966183574879227","0.014492753623188406","0.0","0.024154589371980676","16","96","1626","594","320","578","279","199","21","118","64","279","166","172","4","632","58","0.003504161191414805","0.02102496714848883","0.35611038107752957","0.13009198423127463","0.0700832238282961","0.12658782303985983","0.06110381077529566","0.04358300481822164","0.0045992115637319315","0.025843188786684186","0.01401664476565922","0.06110381077529566","0.036355672360928605","0.037669732807709154","0.0008760402978537013","0.1384143670608848","0.012702584318878668","0.16608996539792387","0.1968019680196802","0.17158671586715868","0.012915129151291513","0.10209102091020911","0.03936039360393604","0.0024600246002460025","0.03567035670356704","1262","13.629681959283168","12.858186596583444","40.94484535984307","13.028158410939074","16.987883981793598","49.69704241177703","15.250916886823575","2503","9.749872558989887","15.531400966183575","3"
"Achille Lauro hijacking","83941","13779","801","12","6975.0","157","534.656050955414","17106","459","5657.763628212765","37.26797385620915","26","2.1666666666666665","459","0.00546812642212983","48","236","0.0028114985525547706","19.666666666666668","1","0.08333333333333333","1.191312945997784e-05","87","1","23.17627118644068","0.16271186440677965","0.37796610169491524","1","0.001694915254237288","1","0.001694915254237288","22970","1.6798303349422261","4.942079859587539","82","145","6","106","0","165","18","11","20","0.13898305084745763","0.2457627118644068","0.010169491525423728","0.17966101694915254","0.2796610169491525","0.030508474576271188","0.01864406779661017","0.03389830508474576","102","440","3089","1764","749","2403","830","561","29","384","136","758","349","411","7","1767","79","0.007459412022817025","0.03217785578470089","0.2259031739066842","0.12900394910048266","0.054775486324411295","0.17573497147871875","0.060699137048413045","0.041026766125493636","0.002120813222173468","0.028082492321193506","0.009945882697089367","0.055433669738189265","0.02552289015650139","0.030057042562527423","0.0005119204329384233","0.129223343571742","0.0057773877431622055","0.1831044527673741","0.2424732923276141","0.2686953706701198","0.009388151505341535","0.11298154742635157","0.04402719326642927","0.0022661055357720947","0.025574619617999353","3717","13.435331731877646","11.982261225683779","41.1974384096504","13.270743715030132","16.987343343670904","50.35924617547096","15.20880491978809","6376","8.512205037098738","16.059322033898304","3"
"Jeannemarie Devolites Davis","8793","1330","79","8","1078.25","28","314.0357142857143","3092","133","968.9888323107017","23.24812030075188","4","0.5","675","0.0767656090071648","23","29","0.003298078016604117","3.625","38","4.75","0.004321619470032981","102","4","22.87719298245614","0.17543859649122806","0.43859649122807015","0","0.0","0","0.0","2392","1.834355828220859","5.370398773006135","19","6","0","13","0","8","1","2","2","0.3333333333333333","0.10526315789473684","0.0","0.22807017543859648","0.14035087719298245","0.017543859649122806","0.03508771929824561","0.03508771929824561","2","35","585","165","110","149","94","67","13","24","13","63","50","34","4","188","27","0.0015337423312883436","0.026840490797546013","0.4486196319018405","0.12653374233128833","0.0843558282208589","0.1142638036809816","0.07208588957055215","0.05138036809815951","0.009969325153374233","0.018404907975460124","0.009969325153374233","0.04831288343558282","0.03834355828220859","0.02607361963190184","0.003067484662576687","0.1441717791411043","0.020705521472392636","0.2348993288590604","0.18803418803418803","0.1606837606837607","0.022222222222222223","0.08547008547008547","0.022222222222222223","0.006837606837606838","0.046153846153846156","431","15.303174712086964","14.484079754601225","28.4281460553224","14.977504036164031","19.212226886233992","55.92934022171994","16.833007856021062","715","9.79256920137768","17.19298245614035","2"
"Down on Me (Jeremih song)","2576","476","22","6","414.6666666666667","12","214.66666666666666","844","20","348.8212531751279","42.2","2","0.3333333333333333","300","0.11645962732919254","16","18","0.006987577639751553","3.0","0","0.0","0.0","53","10","22.047619047619047","0.14285714285714285","0.38095238095238093","0","0.0","0","0.0","666","1.4384449244060475","4.107991360691145","1","6","0","8","0","6","1","0","2","0.047619047619047616","0.2857142857142857","0.0","0.38095238095238093","0.2857142857142857","0.047619047619047616","0.0","0.09523809523809523","0","19","231","80","43","73","45","24","11","11","10","22","17","15","1","73","22","0.0","0.04103671706263499","0.49892008639308855","0.17278617710583152","0.09287257019438445","0.15766738660907129","0.09719222462203024","0.05183585313174946","0.023758099352051837","0.023758099352051837","0.02159827213822894","0.047516198704103674","0.0367170626349892","0.032397408207343416","0.0021598272138228943","0.15766738660907129","0.047516198704103674","0.2602739726027397","0.18614718614718614","0.19480519480519481","0.047619047619047616","0.0735930735930736","0.04329004329004329","0.004329004329004329","0.09523809523809523","79","8.942448832664816","7.0124406047516175","62.76422606191507","9.98222153656279","13.397881312352155","39.11025403681991","12.20465563037327","184","7.3686374987143894","13.547619047619047","2"
"Nick of Time (album)","9995","1743","72","9","1095.0","19","526.0526315789474","2813","21","944.4765746168615","133.95238095238096","4","0.4444444444444444","726","0.07263631815907955","23","37","0.003701850925462731","4.111111111111111","0","0.0","0.0","334","7","29.214285714285715","0.14285714285714285","0.6607142857142857","0","0.0","0","0.0","2496","1.5256723716381417","4.637530562347188","7","7","0","11","0","12","1","1","1","0.125","0.125","0.0","0.19642857142857142","0.21428571428571427","0.017857142857142856","0.017857142857142856","0.017857142857142856","5","59","751","272","156","244","150","64","16","48","31","86","65","35","4","175","34","0.003056234718826406","0.03606356968215159","0.45904645476772615","0.16625916870415647","0.09535452322738386","0.1491442542787286","0.09168704156479218","0.039119804400977995","0.009779951100244499","0.029339853300733496","0.018948655256723717","0.05256723716381418","0.03973105134474328","0.021393643031784843","0.0024449877750611247","0.1069682151589242","0.02078239608801956","0.24180327868852458","0.20772303595206393","0.19973368841544606","0.02130492676431425","0.08655126498002663","0.041278295605858856","0.005326231691078562","0.045272969374167776","354","15.01991180579811","10.455476772616134","48.110617359413226","13.806505413901505","16.184491791826755","50.852427523576665","13.484332010920856","1001","11.110269402724416","17.892857142857142","2"
"Frank Fay (American actor)","8309","1422","79","8","1024.0","24","346.2083333333333","2161","65","884.5373286155229","33.246153846153845","0","0.0","1733","0.20856902154290527","14","28","0.003369839932603201","3.5","3","0.375","0.00036105427849320016","47","4","18.813333333333333","0.18666666666666668","0.41333333333333333","3","0.04","5","0.06666666666666667","2219","1.5726435152374203","4.5839829907866765","18","2","0","11","1","4","1","0","2","0.24","0.02666666666666667","0.0","0.14666666666666667","0.05333333333333334","0.013333333333333334","0.0","0.02666666666666667","8","42","689","202","143","215","143","101","22","57","35","100","80","46","4","187","36","0.005669737774627924","0.029766123316796598","0.4883061658398299","0.14316087880935507","0.10134656272147413","0.15237420269312543","0.10134656272147413","0.07158043940467754","0.01559177888022679","0.040396881644223954","0.024805102763997167","0.07087172218284904","0.05669737774627923","0.03260099220411056","0.002834868887313962","0.13253012048192772","0.025513819985825654","0.19534883720930232","0.20754716981132076","0.20754716981132076","0.03193033381712627","0.11611030478955008","0.05079825834542816","0.005805515239477504","0.05224963715529753","305","9.567226553271912","9.580467753366403","54.69382527758094","10.304393479801558","13.875439640916609","40.429208599102296","13.00185394203664","640","8.095154090243327","12.393333333333333","2"
"Norman Vaughan (comedian)","3267","557","26","9","346.3333333333333","11","297.0","885","45","304.23264124679326","19.666666666666668","0","0.0","177","0.05417814508723599","3","3","0.0009182736455463728","0.3333333333333333","0","0.0","0.0","55","2","19.214285714285715","0.14285714285714285","0.39285714285714285","0","0.0","2","0.07142857142857142","841","1.563197026022305","4.574349442379182","9","2","1","5","0","2","0","1","0","0.32142857142857145","0.07142857142857142","0.03571428571428571","0.17857142857142858","0.07142857142857142","0.0","0.03571428571428571","0.0","0","17","311","64","47","74","55","27","9","14","10","22","20","19","3","75","20","0.0","0.031598513011152414","0.5780669144981413","0.11895910780669144","0.08736059479553904","0.137546468401487","0.10223048327137546","0.05018587360594796","0.016728624535315983","0.026022304832713755","0.01858736059479554","0.040892193308550186","0.03717472118959108","0.03531598513011153","0.0055762081784386614","0.13940520446096655","0.03717472118959108","0.22972972972972974","0.15112540192926044","0.17684887459807075","0.028938906752411574","0.06430868167202572","0.03215434083601286","0.00964630225080386","0.06430868167202572","125","9.722328730748806","9.556654275092939","55.086031598513046","10.349296335634627","13.782368560807223","42.448486457780135","12.905362322585251","297","9.669812958045673","12.535714285714286","2"
"Battle of Saint-Louis-du-Sud","3633","613","25","3","1200.3333333333333","10","363.3","2985","222","1547.9574714226917","13.445945945945946","4","1.3333333333333333","394","0.10845031654280209","6","12","0.0033030553261767133","4.0","0","0.0","0.0","41","6","23.8","0.2","0.28","0","0.0","0","0.0","944","1.5865546218487394","4.825210084033613","0","13","0","2","0","14","2","0","2","0.0","0.52","0.0","0.08","0.56","0.08","0.0","0.08","1","14","303","75","59","90","70","13","8","27","19","48","27","28","2","79","26","0.0016806722689075631","0.023529411764705882","0.5092436974789916","0.12605042016806722","0.09915966386554621","0.15126050420168066","0.11764705882352941","0.021848739495798318","0.013445378151260505","0.0453781512605042","0.031932773109243695","0.08067226890756303","0.0453781512605042","0.047058823529411764","0.0033613445378151263","0.13277310924369748","0.043697478991596636","0.15555555555555556","0.19471947194719472","0.23102310231023102","0.026402640264026403","0.0891089108910891","0.0627062706270627","0.006600660066006601","0.0858085808580858","161","13.196739495798319","11.328537815126051","48.455478991596635","12.413344537815128","15.90655462184874","50.858823529411765","14.265292616868656","275","8.478379159663866","15.7","2"
"AMC-6","1066","164","10","2","524.5","2","533.0","912","137","548.0077554195743","6.656934306569343","0","0.0","912","0.8555347091932458","6","17","0.01594746716697936","8.5","2","1.0","0.001876172607879925","35","13","19.875","0.125","0.25","0","0.0","0","0.0","298","1.8742138364779874","5.427672955974843","0","1","0","0","0","3","0","0","0","0.0","0.125","0.0","0.0","0.375","0.0","0.0","0.0","1","3","107","22","17","19","16","4","2","1","1","12","11","5","1","16","8","0.006289308176100629","0.018867924528301886","0.6729559748427673","0.13836477987421383","0.1069182389937107","0.11949685534591195","0.10062893081761007","0.025157232704402517","0.012578616352201259","0.006289308176100629","0.006289308176100629","0.07547169811320754","0.06918238993710692","0.031446540880503145","0.006289308176100629","0.10062893081761007","0.050314465408805034","0.15789473684210525","0.1588785046728972","0.14953271028037382","0.018691588785046728","0.102803738317757","0.009345794392523364","0.009345794392523364","0.07476635514018691","58","14.071839622641512","14.625408805031444","28.103384433962276","14.276973270440255","19.270754716981134","56.352987421383645","16.678067442207542","97","10.618693081761007","15.5625","2"
"Brooklyn, Wellington","17236","2862","166","9","1898.2222222222222","68","253.47058823529412","7348","69","2332.973359137314","106.4927536231884","15","1.6666666666666667","69","0.004003249013692272","16","20","0.0011603620329542817","2.2222222222222223","1","0.1111111111111111","5.801810164771409e-05","100","4","21.568","0.128","0.352","0","0.0","0","0.0","4395","1.6301928783382789","4.896884272997033","12","39","0","24","0","42","4","3","4","0.096","0.312","0.0","0.192","0.336","0.032","0.024","0.032","10","47","1136","419","220","303","167","42","11","53","35","146","108","77","3","371","47","0.00370919881305638","0.017433234421364987","0.42136498516320475","0.1554154302670623","0.08160237388724036","0.1123887240356083","0.061943620178041545","0.015578635014836795","0.004080118694362018","0.019658753709198812","0.01298219584569733","0.05415430267062315","0.040059347181008904","0.028560830860534125","0.001112759643916914","0.13761127596439168","0.017433234421364987","0.1551155115511551","0.1936619718309859","0.14700704225352113","0.009683098591549295","0.09507042253521127","0.030809859154929578","0.002640845070422535","0.04137323943661972","688","12.418324925816023","11.621275964391689","47.029162492581634","12.05779596439169","15.570820178041544","47.087287833827894","14.182931900295934","1500","9.855010188724037","14.528","2"
"Dick Vitale's "Awesome, Baby!" College Hoops","5312","853","38","4","1309.0","14","379.42857142857144","1738","920","377.60384885044095","1.8891304347826088","0","0.0","920","0.17319277108433734","13","41","0.007718373493975903","10.25","0","0.0","0.0","49","4","18.555555555555557","0.17777777777777778","0.4","0","0.0","0","0.0","1438","1.7221556886227545","5.047904191616767","0","9","0","5","0","9","0","1","0","0.0","0.2","0.0","0.1111111111111111","0.2","0.0","0.022222222222222223","0.0","10","33","339","127","52","123","72","17","6","24","17","57","43","33","3","94","20","0.011976047904191617","0.03952095808383234","0.4059880239520958","0.15209580838323353","0.06227544910179641","0.1473053892215569","0.08622754491017964","0.02035928143712575","0.00718562874251497","0.02874251497005988","0.02035928143712575","0.06826347305389222","0.05149700598802395","0.03952095808383234","0.003592814371257485","0.1125748502994012","0.023952095808383235","0.2682926829268293","0.15339233038348082","0.21238938053097345","0.017699115044247787","0.12684365781710916","0.05014749262536873","0.008849557522123894","0.058997050147492625","253","11.623406520292754","12.286467065868266","42.30673985362611","11.968103792415175","16.42821024617432","48.85495675316035","14.80573227704518","426","8.976092082501665","13.455555555555556","2"
"Banshee","5384","915","34","5","1063.6","15","358.93333333333334","1853","88","800.5762299743855","21.056818181818183","0","0.0","412","0.07652303120356613","15","19","0.0035289747399702824","3.8","0","0.0","0.0","78","8","27.454545454545453","0.18181818181818182","0.30303030303030304","0","0.0","0","0.0","1439","1.5883002207505519","4.7052980132450335","6","4","1","8","0","5","3","1","2","0.18181818181818182","0.12121212121212122","0.030303030303030304","0.24242424242424243","0.15151515151515152","0.09090909090909091","0.030303030303030304","0.06060606060606061","12","45","427","164","101","151","91","33","11","42","29","71","58","35","5","125","25","0.013245033112582781","0.04966887417218543","0.47130242825607066","0.18101545253863136","0.11147902869757174","0.16666666666666666","0.10044150110375276","0.03642384105960265","0.012141280353200883","0.046357615894039736","0.03200883002207505","0.07836644591611479","0.0640176600441501","0.03863134657836645","0.005518763796909493","0.13796909492273732","0.02759381898454746","0.2980132450331126","0.23653395784543327","0.21311475409836064","0.02576112412177986","0.1358313817330211","0.06791569086651054","0.0117096018735363","0.0585480093676815","228","14.459226369656832","10.789006622516553","44.59843768813968","13.859215332129242","17.07453341360626","52.62010836845273","14.811377253095038","333","7.165354726068633","17.90909090909091","2"
"Our Russian Front","2326","375","12","3","767.0","4","581.5","1269","183","547.6239585701122","6.934426229508197","0","0.0","183","0.07867583834909717","7","10","0.004299226139294927","3.3333333333333335","1","0.3333333333333333","0.0004299226139294927","66","19","33.90909090909091","0.2727272727272727","0.5454545454545454","0","0.0","0","0.0","650","1.742627345844504","5.010723860589812","3","2","0","3","0","2","0","0","0","0.2727272727272727","0.18181818181818182","0.0","0.2727272727272727","0.18181818181818182","0.0","0.0","0.0","1","10","220","52","36","55","48","13","5","6","6","23","19","16","2","57","19","0.002680965147453083","0.02680965147453083","0.5898123324396782","0.13941018766756033","0.09651474530831099","0.14745308310991956","0.128686327077748","0.03485254691689008","0.013404825737265416","0.0160857908847185","0.0160857908847185","0.06166219839142091","0.05093833780160858","0.04289544235924933","0.005361930294906166","0.15281501340482573","0.05093833780160858","0.18181818181818182","0.16363636363636364","0.21818181818181817","0.022727272727272728","0.08636363636363636","0.02727272727272727","0.00909090909090909","0.08636363636363636","110","19.125054837923464","12.790134048257372","24.99099926882772","18.197548135510605","21.928247623689984","63.399707531074824","18.341435485029603","189","9.68272200828662","24.045454545454547","2"
"St. Joseph County, Indiana","13860","2240","144","7","1961.2857142857142","50","277.2","3846","435","1304.4390511232168","8.841379310344827","13","1.8571428571428572","435","0.031385281385281384","26","35","0.0025252525252525255","5.0","60","8.571428571428571","0.004329004329004329","464","6","28.17142857142857","0.07142857142857142","0.7571428571428571","0","0.0","0","0.0","3380","1.7139959432048681","5.217038539553752","4","20","0","10","0","23","5","1","2","0.05714285714285714","0.2857142857142857","0.0","0.14285714285714285","0.32857142857142857","0.07142857142857142","0.014285714285714285","0.02857142857142857","8","60","891","249","127","186","91","19","10","19","18","122","88","57","5","168","28","0.004056795131845842","0.030425963488843813","0.45182555780933065","0.1262677484787018","0.06440162271805273","0.09432048681541583","0.04614604462474645","0.009634888438133874","0.005070993914807302","0.009634888438133874","0.009127789046653144","0.061866125760649086","0.04462474645030426","0.028904665314401622","0.002535496957403651","0.08519269776876268","0.014198782961460446","0.3225806451612903","0.1425364758698092","0.10213243546576879","0.01122334455667789","0.09876543209876543","0.020202020202020204","0.005611672278338945","0.031425364758698095","542","17.22796580701246","13.825476673427993","33.23694320486817","15.622009272674589","18.834494349463924","55.65621558968415","16.316231340818593","1338","12.110801842944076","19.414285714285715","2"
"Autobahn (song)","3359","584","30","5","661.0","11","305.3636363636364","1251","20","454.71474574726517","62.55","0","0.0","520","0.15480797856504913","5","5","0.0014885382554331646","1.0","0","0.0","0.0","42","3","18.516129032258064","0.16129032258064516","0.3870967741935484","0","0.0","2","0.06451612903225806","874","1.5226480836236933","4.524390243902439","3","11","2","0","0","13","2","4","1","0.0967741935483871","0.3548387096774194","0.06451612903225806","0.0","0.41935483870967744","0.06451612903225806","0.12903225806451613","0.03225806451612903","1","24","279","117","70","90","55","17","8","15","13","40","34","19","3","69","17","0.0017421602787456446","0.041811846689895474","0.48606271777003485","0.2038327526132404","0.12195121951219512","0.156794425087108","0.09581881533101046","0.029616724738675958","0.013937282229965157","0.02613240418118467","0.02264808362369338","0.06968641114982578","0.059233449477351915","0.033101045296167246","0.005226480836236934","0.12020905923344948","0.029616724738675958","0.26666666666666666","0.25089605734767023","0.1971326164874552","0.02867383512544803","0.12186379928315412","0.04659498207885305","0.010752688172043012","0.06093189964157706","121","9.137942564909523","9.204808362369338","59.22510115769364","9.598537709340231","12.981364504889289","39.596268405080366","12.306276458036287","250","7.795577700348432","11.838709677419354","2"
"Grant Turner (radio host)","3784","642","34","6","613.3333333333334","8","473.0","1469","271","440.6579928546249","5.4206642066420665","0","0.0","294","0.0776955602536998","11","29","0.00766384778012685","4.833333333333333","1","0.16666666666666666","0.0002642706131078224","84","6","23.185185185185187","0.07407407407407407","0.4074074074074074","0","0.0","0","0.0","956","1.5271565495207668","4.726837060702875","0","2","0","11","0","4","1","0","0","0.0","0.07407407407407407","0.0","0.4074074074074074","0.14814814814814814","0.037037037037037035","0.0","0.0","3","11","328","67","48","58","44","8","5","14","7","29","23","20","3","110","30","0.004792332268370607","0.01757188498402556","0.5239616613418531","0.10702875399361023","0.07667731629392971","0.0926517571884984","0.07028753993610223","0.012779552715654952","0.007987220447284345","0.022364217252396165","0.011182108626198083","0.0463258785942492","0.036741214057507986","0.03194888178913738","0.004792332268370607","0.1757188498402556","0.04792332268370607","0.1896551724137931","0.14634146341463414","0.13414634146341464","0.01524390243902439","0.0701219512195122","0.021341463414634148","0.009146341463414634","0.09146341463414634","129","12.425995148503134","10.717124600638972","54.10459294758019","11.472669506567275","14.32199739675778","43.792213939178794","12.900945668950047","335","9.599905312980713","14.518518518518519","2"
"Stits SA-7 Sky-Coupe","2289","346","10","4","555.0","11","208.0909090909091","1370","113","584.1706371714803","12.123893805309734","0","0.0","113","0.049366535605067714","7","7","0.0030581039755351682","1.75","0","0.0","0.0","203","5","33.9","0.1","0.8","0","0.0","0","0.0","530","1.5634218289085546","5.224188790560472","0","4","0","0","0","4","0","0","0","0.0","0.4","0.0","0.0","0.4","0.0","0.0","0.0","0","7","186","130","76","58","32","1","1","10","5","40","30","1","1","14","8","0.0","0.02064896755162242","0.5486725663716814","0.3834808259587021","0.22418879056047197","0.1710914454277286","0.0943952802359882","0.0029498525073746312","0.0029498525073746312","0.029498525073746312","0.014749262536873156","0.11799410029498525","0.08849557522123894","0.0029498525073746312","0.0029498525073746312","0.04129793510324484","0.02359882005899705","0.1206896551724138","0.40860215053763443","0.17204301075268819","0.005376344086021506","0.16129032258064516","0.026881720430107527","0.005376344086021506","0.043010752688172046","79","20.12592920353982","14.045073746312681","40.161013274336284","16.079377581120944","18.27976401179941","57.203834808259586","14.554592549557764","223","12.068372153392332","20.95","2"
"Dellys","11812","1877","95","11","1055.0","54","218.74074074074073","5304","369","1457.2808926215976","14.373983739837398","8","0.7272727272727273","583","0.049356586522180834","26","28","0.0023704707077548256","2.5454545454545454","1","0.09090909090909091","8.465966813410092e-05","85","3","23.571428571428573","0.15584415584415584","0.4155844155844156","0","0.0","0","0.0","3110","1.7134986225895317","5.056198347107438","4","20","0","30","0","24","3","1","1","0.05194805194805195","0.2597402597402597","0.0","0.38961038961038963","0.3116883116883117","0.03896103896103896","0.012987012987012988","0.012987012987012988","3","44","860","307","187","202","127","32","9","54","41","126","86","39","3","279","43","0.001652892561983471","0.024242424242424242","0.4738292011019284","0.16914600550964187","0.10303030303030303","0.11129476584022038","0.0699724517906336","0.017630853994490357","0.0049586776859504135","0.02975206611570248","0.022589531680440773","0.06942148760330578","0.047382920110192836","0.021487603305785124","0.001652892561983471","0.1537190082644628","0.023691460055096418","0.21782178217821782","0.21744186046511627","0.14767441860465116","0.010465116279069767","0.1","0.047674418604651166","0.0034883720930232558","0.05","500","14.17040850059032","12.674688705234157","37.94801652892565","13.822140889413618","17.252262888626525","51.11963793781976","15.395404733626254","948","9.416481700118064","16.396103896103895","2"
