Title,CC,CW,CSN,CS,CMSL,CP,CMPL,CLSL,CSSL,CSTDSL,CLSSR,CB,CBPS,CNL,CNLTLR,CR,CCC,CCCPC,CCCPS,CEL,CELPS,CELPC,CIL,CILPC,CI,CIPC,CIPS,CL3,CIB,CCT,CNCT,SSLS,SSSS,SMSS,SLSR,SSSR,SQ,SQPS,SE,SEPS,SS,SMSPW,SMCPW,SSTP,SSTART,SSTC,SSTSUB,SSTI,SSTD,SSTADJ,SSTN,SSTADV,SSTPPS,SSTARTPS,SSTCPS,SSTSUBPS,SSTDPS,SSTADJPS,SSTNPS,SSTADVPS,SMV,STB,SUW,SN,SUN,SV,SUV,SP,SUP,SADV,SUADV,SADJ,SUADJ,SCC,SUCC,SSUB,SUSUB,SMVPW,STBPW,SUWPW,SNPW,SUNPW,SVPW,SUVPW,SPPW,SUPPW,SADVPW,SUADVPW,SADJPW,SUADJPW,SCCPW,SUCCPW,SSUBPW,SUSUBPW,STBPV,SUNPUW,SUVPUW,SUPPUW,SUADJPUW,SUADVPUW,SUCCPUW,SUSUBPUW,SWL6,RARI,RCL,RFRE,RFK,RGFI,RLBI,RSG,RDWS,RDC,RLWF,HA,HAPR,HRPD,HRPC,HRPCSD,HR,HC,HRC,HAC,HRCPC,HACPC,HRCPAC,HREV,HREVPR,HRML,HREC,HRECPR,HACT,HACTPR,HOCCPR,HSSLE,NT,NIN,NOUT,NASSinin,NASSinout,NASSoutin,NASSoutout,NREP,Quality
"Lat (cartoonist)","42781","6861","283","9","4728.666666666667","44","972.2954545454545","13430","267","3620.806712598727","50.29962546816479","6","0.6666666666666666","2977","0.06958696617657371","1","3","7.01245880180454e-05","0.3333333333333333","1","0.1111111111111111","2.3374862672681798e-05","141","0.0032958556368481336","7","0.0001636240387087726","0.7777777777777778","0","1","95","324","252","1","23.757142857142856","0.12857142857142856","0.3821428571428571","1","0.0035714285714285713","5","0.017857142857142856","11486","1.726698737221888","5.084636199639206","53","32","1","48","0","34","12","6","7","0.18928571428571428","0.11428571428571428","0.0035714285714285713","0.17142857142857143","0.12142857142857143","0.04285714285714286","0.02142857142857143","0.025","22","188","2110","1070","504","960","509","429","25","175","84","550","277","218","6","848","56","0.003307276007215875","0.02826217678893566","0.31719783523752254","0.1608538785327721","0.07576668671076368","0.14431749849669273","0.07651834034876728","0.06449188214070956","0.00375826819001804","0.026307877330126277","0.012627781118460614","0.08268190018039687","0.04164161154539988","0.032772098616957304","0.0009019843656043296","0.1274804570054119","0.00841852074564041","0.19583333333333333","0.23886255924170616","0.24123222748815165","0.011848341232227487","0.13127962085308056","0.03981042654028436","0.002843601895734597","0.026540284360189573","1882","14.397207928872085","12.851719783523748","36.642786831028275","14.050330813504","18.390409758611806","52.04938579159866","16.254215599490923","3301","9.014011230993901","17.15714285714286","6391","17.08823529411765","0.058519793459552494","1.8155339805825244","4.037017911269761","374","206","141","65","0.6844660194174758","0.3155339805825243","2.169230769230769","10","0.026737967914438502","-29","4","0.0106951871657754","120","0.32085561497326204","0.6256684491978609","1555200","7","40","77","0.041765829155182635","0.20836266366324088","0.08039922112372656","0.40109812755173874","0.05405405405405406","5"
"Chariot racing","31918","5044","237","5","6369.4","40","797.95","13184","818","5129.661665256296","16.117359413202934","10","2.0","1786","0.05595588696033586","14","15","0.0004699542577855755","3.0","11","2.2","0.0003446331223760887","181","0.005670781377279278","13","0.00040729369008083214","2.6","0","0","51","148","100","5","22.415178571428573","0.15625","0.36607142857142855","0","0.0","0","0.0","8872","1.7669786895040829","5.1535550687114124","16","62","1","33","0","76","13","2","8","0.07142857142857142","0.2767857142857143","0.004464285714285714","0.14732142857142858","0.3392857142857143","0.05803571428571429","0.008928571428571428","0.03571428571428571","34","171","1783","740","425","734","380","158","18","200","105","433","269","254","6","661","64","0.006771559450308703","0.03405696076478789","0.3551085441147182","0.1473809998008365","0.0846444931288588","0.14618601872137024","0.07568213503286197","0.031467835092611036","0.0035849432383987254","0.03983270264887473","0.020912168890659232","0.08623780123481378","0.05357498506273651","0.0505875323640709","0.0011949810794662419","0.13164708225453098","0.012746464847639912","0.2329700272479564","0.23836231071228267","0.2131239484015704","0.010095344924284913","0.15086932136848008","0.05888951205832866","0.0033651149747616375","0.0358945597307908","1505","14.050833659345038","13.182370045807605","34.59719661795461","14.002268179005323","17.354838606424448","52.389287314706806","15.515215121881436","2338","8.464316258855664","15.908482142857142","6857","3.2162288930581613","0.3109231442321715","2.270500532481363","10.18974006673698","2132","939","416","523","0.443024494142705","0.556975505857295","0.7954110898661568","368","0.1726078799249531","6146","300","0.14071294559099437","875","0.4104127579737336","0.5337711069418386","2764800","31","233","141","0.26511254618169255","1.3688867129443445","0.16043291421295558","0.8283820880907835","0.1130952380952381","5"
"Attalus I","19051","3174","129","9","2089.777777777778","31","614.5483870967741","5196","870","1307.7294041369737","5.972413793103448","2","0.2222222222222222","1821","0.09558553356779172","61","62","0.003254422340034644","6.888888888888889","7","0.7777777777777778","0.00036743478032649204","166","0.00871345336202824","3","0.00015747204871135374","0.3333333333333333","0","1","18","24","61","5","24.91269841269841","0.19047619047619047","0.373015873015873","0","0.0","0","0.0","5145","1.639057024530105","4.826696400127429","16","18","5","33","0","21","3","0","12","0.12698412698412698","0.14285714285714285","0.03968253968253968","0.2619047619047619","0.16666666666666666","0.023809523809523808","0.0","0.09523809523809523","9","80","1065","381","228","483","273","142","17","106","60","166","125","111","5","508","54","0.002867155144950621","0.02548582351067219","0.33928002548582353","0.1213762344695763","0.07263459700541573","0.15387065944568334","0.08697037273016885","0.04523733673144314","0.00541573749601784","0.03376871615164065","0.019114367633004142","0.05288308378464479","0.039821599235425297","0.03536158012105766","0.0015928639694170119","0.1618349792927684","0.017202930869703727","0.16563146997929606","0.2140845070422535","0.2563380281690141","0.01596244131455399","0.11737089201877934","0.056338028169014086","0.004694835680751174","0.05070422535211268","824","13.760089250949399","11.392825740681747","42.884386835864234","13.466825270407622","16.98642374226955","51.16309662869077","15.075456278519962","1367","8.11204129714751","16.82936507936508","6574","8.017073170731708","0.12473379981746273","2.6623376623376624","14.895606671116035","820","308","222","86","0.7207792207792207","0.2792207792207792","2.5813953488372094","53","0.06463414634146342","0","1","0.0012195121951219512","425","0.5182926829268293","0.46219512195121953","10627200","34","120","124","0.14392823671174187","0.7868972458596395","0.14872584460213326","0.8131271540549608","0.13488372093023257","5"
"Badnjak (Serbian)","36651","6375","268","5","7310.0","45","814.4666666666667","16157","2926","5351.273446573255","5.521872863978127","2","0.4","2926","0.07983411093831","34","116","0.0031649886769801643","23.2","3","0.6","8.185315543914218e-05","192","0.0052386019481050995","6","0.00016370631087828436","1.2","0","0","28","21","89","2","23.98867924528302","0.15471698113207547","0.32452830188679244","0","0.0","1","0.0037735849056603774","9900","1.5573383671543182","4.595563945257196","26","88","3","76","0","105","6","4","10","0.09811320754716982","0.3320754716981132","0.011320754716981131","0.28679245283018867","0.39622641509433965","0.022641509433962263","0.01509433962264151","0.03773584905660377","87","280","1583","1220","443","977","387","192","27","193","79","389","195","237","6","1015","61","0.01368570080226522","0.04404593361648576","0.24901683183891773","0.1919144250432594","0.06968695925751141","0.15368884694038068","0.06087777253421425","0.030202925908447382","0.004247286455875413","0.030360232814220543","0.012427245556079911","0.06119238634576058","0.03067484662576687","0.03728173666823974","0.0009438414346389807","0.1596665093597609","0.009595721252162969","0.2865916069600819","0.2798483891345546","0.24447252053063803","0.017056222362602652","0.1231838281743525","0.04990524320909665","0.003790271636133923","0.03853442830069488","1367","12.209445804802904","9.988000629227624","50.73566470478241","12.142177638081332","15.296273963332652","45.49253326447446","13.692071247944664","2277","6.845624238560375","15.413207547169812","5583","10.59392789373814","0.09439369514597887","4.504273504273504","20.86806830262857","527","117","97","20","0.8290598290598291","0.17094017094017094","4.85","8","0.015180265654648957","41","3","0.0056925996204933585","354","0.6717267552182163","0.2732447817836812","259200","10","23","162","0.008804301075268818","0.13370782847251705","0.06201290322580645","0.9417681831542506","0.03932584269662921","5"
"Antiochus XII Dionysus","25608","4068","156","5","5105.8","23","1113.391304347826","17443","821","7001.42047730316","21.246041412911083","4","0.8","1768","0.06904092471102781","8","16","0.0006248047485160887","3.2","34","6.8","0.0013277100905966885","161","0.006287097781943142","5","0.00019525148391127774","1.0","2","1","63","207","112","0","28.56737588652482","0.20567375886524822","0.46099290780141844","0","0.0","6","0.0425531914893617","6902","1.7135054617676266","5.107249255213506","6","22","1","15","0","31","4","17","4","0.0425531914893617","0.15602836879432624","0.0070921985815602835","0.10638297872340426","0.2198581560283688","0.028368794326241134","0.12056737588652482","0.028368794326241134","23","129","1243","587","283","640","299","169","19","91","40","206","124","103","4","544","40","0.0057100297914597815","0.032025819265143994","0.3085898709036743","0.14572989076464746","0.07025819265143993","0.15888778550148958","0.07423038728897716","0.04195630585898709","0.0047169811320754715","0.02259185700099305","0.009930486593843098","0.05114200595829196","0.030784508440913606","0.02557100297914598","0.0009930486593843098","0.13505461767626614","0.009930486593843098","0.2015625","0.22767497988736926","0.24054706355591313","0.015285599356395816","0.0997586484312148","0.032180209171359615","0.003218020917135961","0.032180209171359615","1261","16.90883193531802","13.194478649453824","32.876551409636136","15.770641044602677","19.88772493256425","59.87323487361519","17.171947410844258","2011","9.300181665222873","20.326241134751772","7039","9.776388888888889","0.10228725671260122","6.050420168067227","42.97789119044692","720","119","98","21","0.8235294117647058","0.17647058823529413","4.666666666666667","16","0.022222222222222223","17","2","0.002777777777777778","561","0.7791666666666667","0.17916666666666667","172800","31","22","64","0.04283619076518484","0.12847933257489572","0.12461437313508318","0.3737580583996966","0.11688311688311688","5"
"Norman Birkett, 1st Baron Birkett","33443","5780","230","5","6663.6","42","796.2619047619048","17764","2175","6403.866589803382","8.16735632183908","7","1.4","2175","0.06503603145650809","113","174","0.005202882516520647","34.8","0","0.0","0.0","212","0.006339144215530904","5","0.0001495081182908232","1.0","0","2","9","32","100","1","26.451612903225808","0.18433179723502305","0.3870967741935484","1","0.004608294930875576","0","0.0","9214","1.6052264808362369","4.648606271777004","60","26","1","80","0","27","2","0","1","0.2764976958525346","0.11981566820276497","0.004608294930875576","0.3686635944700461","0.12442396313364056","0.009216589861751152","0.0","0.004608294930875576","33","168","1675","780","419","912","390","390","25","150","77","298","176","186","5","894","58","0.005749128919860627","0.02926829268292683","0.29181184668989546","0.13588850174216027","0.07299651567944251","0.1588850174216028","0.06794425087108014","0.06794425087108014","0.004355400696864111","0.02613240418118467","0.013414634146341463","0.05191637630662021","0.030662020905923345","0.03240418118466899","0.0008710801393728223","0.15574912891986062","0.010104529616724738","0.18421052631578946","0.2501492537313433","0.23283582089552238","0.014925373134328358","0.10507462686567164","0.04597014925373134","0.0029850746268656717","0.03462686567164179","1398","13.690741991682593","10.41478048780488","44.1844526244802","13.667801506125663","17.73047094526245","50.80701360008992","15.551020608863318","2368","7.826062717770036","17.953917050691246","6630","10.868852459016393","0.09200603318250378","2.663755458515284","11.795239370169064","610","229","179","50","0.7816593886462883","0.2183406113537118","3.58","23","0.03770491803278689","6","8","0.013114754098360656","272","0.4459016393442623","0.4491803278688525","1728000","10","78","150","0.02920189638108512","0.49169891399325927","0.05615749304054831","0.9455748346024216","0.12871287128712872","5"
"Rakoto Frah","16912","2675","107","4","4218.5","21","805.3333333333334","8005","2072","2601.567796541155","3.863416988416988","3","0.75","2072","0.12251655629139073","19","85","0.005026017029328288","21.25","0","0.0","0.0","60","0.003547776726584674","0","0.0","0.0","0","1","17","11","48","9","25.12264150943396","0.16981132075471697","0.3584905660377358","0","0.0","0","0.0","4980","1.8700713481036426","5.1982726248591815","13","17","0","34","0","26","3","0","1","0.12264150943396226","0.16037735849056603","0.0","0.32075471698113206","0.24528301886792453","0.02830188679245283","0.0","0.009433962264150943","8","63","966","438","252","337","184","111","12","62","44","210","120","114","4","415","50","0.0030041306796845663","0.02365752910251596","0.3627487795719114","0.16447615471273","0.09463011641006384","0.12654900488171236","0.06909500563274502","0.041682313180623355","0.004506196019526849","0.02328201276755539","0.016522718738265114","0.07885843034171987","0.045061960195268494","0.04280886218550507","0.0015020653398422831","0.15583927900863687","0.01877581674802854","0.18694362017804153","0.2608695652173913","0.19047619047619047","0.012422360248447204","0.12422360248447205","0.045548654244306416","0.004140786749482402","0.051759834368530024","789","15.61518481780373","13.587622981599697","23.127482818356384","16.27467209630223","20.668658556458524","54.75088033782299","17.882825877355554","1320","9.072894885184109","19.2311320754717","3872","26.16216216216216","0.038223140495867766","3.2888888888888888","12.971335920234104","148","45","39","6","0.8666666666666667","0.13333333333333333","6.5","3","0.02027027027027027","0","1","0.006756756756756757","96","0.6486486486486487","0.31756756756756754","13478400","2","8","44","0.00914219023536277","0.07731852765782439","0.05028204629449524","0.42525190211803415","0.10638297872340426","5"
"Madagascar","79586","12008","543","10","7945.4","139","572.5611510791367","20066","858","5615.790717056484","23.386946386946388","22","2.2","3377","0.042432086045284347","234","350","0.004397758399718544","35.0","5","0.5","6.282511999597919e-05","580","0.007287713919533586","25","0.00031412559997989596","2.5","2","1","226","108","80","4","23.536489151873766","0.15976331360946747","0.3530571992110454","0","0.0","0","0.0","23066","1.9329590212017096","5.475320539679879","10","125","1","104","0","149","44","29","28","0.01972386587771203","0.2465483234714004","0.0019723865877712033","0.20512820512820512","0.2938856015779093","0.08678500986193294","0.05719921104536489","0.055226824457593686","20","402","3458","1941","875","1576","646","116","17","332","149","1287","522","498","5","1782","66","0.0016760244699572614","0.03368809184614095","0.2897846308556105","0.1626581748093522","0.07332607056063019","0.1320707282326322","0.05413559037961954","0.009720941925752116","0.0014246207994636723","0.02782200620129054","0.012486382301181598","0.10785217464174977","0.04374423866588452","0.04173300930193581","0.00041900611748931535","0.149333780273192","0.005530880750858963","0.2550761421319797","0.25303643724696356","0.18681318681318682","0.004916136495083863","0.1509543088490457","0.04308849045691151","0.0014459224985540775","0.019086176980913822","4194","16.127004317829112","15.137263052040556","19.417130317183506","16.39814721941094","20.405964134729228","58.682722286877535","17.65729513584965","6211","9.385937474436082","18.23570019723866","7680","1.0085357846355876","0.9915364583333334","2.1596710153148044","14.432951907741222","7615","3526","1787","1739","0.5068065796937039","0.4931934203062961","1.0276020701552617","1143","0.1500984898227183","1087","166","0.02179908076165463","2912","0.382403151674327","0.5585029546946816","259200","238","12503","420","90.56635170480521","211.97769402714215","3.0422992654577454","7.1207415413420545","0.020854727861600444","5"
"Xá Lợi Pagoda raids","37309","6077","297","10","3707.3","55","678.3454545454546","6474","1488","1822.8796541004383","4.350806451612903","2","0.2","2916","0.07815808518051945","95","179","0.004797769975073038","17.9","0","0.0","0.0","130","0.003484413948377067","7","0.00018762228952799593","0.7","0","1","22","14","55","3","23.134615384615383","0.13846153846153847","0.34615384615384615","0","0.0","0","0.0","10325","1.716541978387365","5.040232751454696","25","68","1","45","0","76","10","10","18","0.09615384615384616","0.26153846153846155","0.0038461538461538464","0.17307692307692307","0.2923076923076923","0.038461538461538464","0.038461538461538464","0.06923076923076923","17","194","1805","817","427","1032","535","158","20","156","92","411","210","220","6","813","56","0.002826267664172901","0.03225270157938487","0.3000831255195345","0.13582709891936826","0.07098919368246051","0.171571072319202","0.0889443059019119","0.026267664172901082","0.0033250207813798837","0.02593516209476309","0.015295095594347465","0.06832917705735661","0.034912718204488775","0.03657522859517872","0.000997506234413965","0.13516209476309227","0.009310058187863674","0.187984496124031","0.2365650969529086","0.296398891966759","0.0110803324099723","0.11634349030470914","0.05096952908587258","0.0033240997229916896","0.03102493074792244","1740","13.876803951659312","12.557100581878636","38.13391401304435","13.687695344970908","17.61959843979794","52.06229618262037","15.695144182025441","2915","8.799654811688727","16.40576923076923","5359","11.258403361344538","0.0888225415189401","3.525925925925926","15.865963583792611","476","135","99","36","0.7333333333333333","0.26666666666666666","2.75","9","0.018907563025210083","0","1","0.0021008403361344537","292","0.6134453781512605","0.3592436974789916","3110400","3","51","95","0.02680197338135065","0.2979754517867657","0.04992524453388846","0.5550523121518185","0.13178294573643412","5"
"Boletus aereus","11251","1793","123","5","2227.0","23","489.17391304347825","3474","1502","743.3276531920496","2.3129161118508654","3","0.6","1502","0.13349924451159897","50","112","0.00995467069593814","22.4","0","0.0","0.0","130","0.011554528486356769","3","0.0002666429650697716","0.6","0","0","50","19","61","6","21.753086419753085","0.16049382716049382","0.35802469135802467","0","0.0","0","0.0","3191","1.8110102156640182","5.107832009080591","7","27","0","9","0","29","4","2","9","0.08641975308641975","0.3333333333333333","0.0","0.1111111111111111","0.35802469135802467","0.04938271604938271","0.024691358024691357","0.1111111111111111","10","81","758","327","180","255","129","28","10","82","58","193","145","83","4","247","38","0.0056753688989784334","0.04597048808172531","0.4301929625425653","0.1855845629965948","0.1021566401816118","0.14472190692395007","0.07321225879682179","0.015891032917139614","0.0056753688989784334","0.046538024971623154","0.032917139614074914","0.10953461975028377","0.08229284903518728","0.047105561861521","0.0022701475595913734","0.14018161180476732","0.021566401816118047","0.3176470588235294","0.23746701846965698","0.17018469656992086","0.013192612137203167","0.19129287598944592","0.07651715039577836","0.005277044854881266","0.05013192612137203","483","13.504431972646124","12.873325766174801","31.54415303877471","14.26362424853912","17.7364218550749","49.16511820181892","15.792314471086744","879","8.95603027143678","15.790123456790123","5670","11.501014198782961","0.08694885361552028","4.25","17.07979991736997","493","116","92","24","0.7931034482758621","0.20689655172413793","3.8333333333333335","10","0.02028397565922921","-62","3","0.006085192697768763","333","0.6754563894523327","0.2738336713995943","12700800","36","13","109","0.003915428814751923","0.08858082706766918","0.03282936467753536","0.7427161654135338","0.05172413793103448","5"
"Air Mata Iboe","5761","941","52","4","1426.25","15","384.06666666666666","2079","748","544.7105500477601","2.7794117647058822","0","0.0","748","0.12983856969276167","3","3","0.0005207429265752473","0.75","0","0.0","0.0","52","0.009026210727304288","2","0.0003471619510501649","0.5","0","1","19","69","40","6","20.130434782608695","0.10869565217391304","0.2608695652173913","0","0.0","0","0.0","1575","1.7008639308855291","4.927645788336933","2","11","0","7","0","11","1","2","4","0.043478260869565216","0.2391304347826087","0.0","0.15217391304347827","0.2391304347826087","0.021739130434782608","0.043478260869565216","0.08695652173913043","2","32","438","114","72","158","102","41","14","37","30","42","36","35","2","109","25","0.0021598272138228943","0.03455723542116631","0.47300215982721383","0.12311015118790497","0.07775377969762419","0.17062634989200864","0.1101511879049676","0.04427645788336933","0.01511879049676026","0.03995680345572354","0.032397408207343416","0.04535637149028078","0.038876889848812095","0.03779697624190065","0.0021598272138228943","0.11771058315334773","0.026997840172786176","0.20253164556962025","0.1643835616438356","0.2328767123287671","0.0319634703196347","0.0821917808219178","0.0684931506849315","0.0045662100456621","0.05707762557077625","245","11.844429054371304","11.70414686825054","42.50952014273642","12.331063949666635","16.77787585688797","46.58831815193915","15.100410759659855","479","9.1662989388675","14.456521739130435","3258","23.78102189781022","0.042050337630448124","4.029411764705882","12.04910481804441","137","34","31","3","0.9117647058823529","0.08823529411764706","10.333333333333334","2","0.014598540145985401","0","0","0.0","67","0.48905109489051096","0.2773722627737226","22377600","4","13","32","0.016621088894413466","0.1432945499081445","0.04091344958624853","0.35272504592774034","0.25","5"
"The Lord of the Rings: The Battle for Middle-earth II","23123","3808","166","5","4609.4","29","797.3448275862069","6710","2069","1794.758702444426","3.2431126147897533","3","0.6","2069","0.08947800890887861","41","90","0.003892228517060935","18.0","1","0.2","4.324698352289928e-05","173","0.007481728149461575","2","8.649396704579856e-05","0.4","0","1","41","18","75","7","24.855263157894736","0.17105263157894737","0.375","0","0.0","0","0.0","6252","1.6548438327157227","4.940974060349391","9","52","0","32","0","59","5","9","1","0.05921052631578947","0.34210526315789475","0.0","0.21052631578947367","0.3881578947368421","0.03289473684210526","0.05921052631578947","0.006578947368421052","24","99","1242","561","272","515","294","89","18","72","47","257","165","129","4","529","54","0.006352567496029645","0.026204340921122286","0.3287453679195341","0.14849126521969297","0.07199576495500265","0.1363155108523028","0.07781895182636316","0.023557437797776602","0.004764425622022234","0.019057702488088937","0.012440444679724723","0.06802541026998411","0.04367390153520381","0.03414505029115934","0.0010587612493382743","0.14002117522498678","0.014293276866066702","0.19223300970873786","0.21900161030595813","0.23671497584541062","0.014492753623188406","0.13285024154589373","0.03784219001610306","0.00322061191626409","0.043478260869565216","1006","14.269619403192998","12.062032821598727","41.60711964698672","13.630709857624478","17.311083558552284","51.483108578752336","15.353505894508093","1906","9.198871873171548","17.00657894736842","6089","3.3659480375898285","0.29709311873870914","2.214198286413709","5.80752504783428","1809","817","335","482","0.41003671970624234","0.5899632802937577","0.6950207468879668","50","0.027639579878385848","150","6","0.003316749585406302","713","0.3941404090657822","0.5422885572139303","2073600","20","74","98","0.08619452779684812","0.5315889628924834","0.11414950978501508","0.7039961941008563","0.1390728476821192","5"
"Sonic X-treme","16646","2724","141","6","2760.8333333333335","28","594.5","7797","464","2575.2067425095534","16.80387931034483","3","0.5","1475","0.08860987624654572","35","122","0.007329088069205815","20.333333333333332","0","0.0","0.0","115","0.006908566622612039","3","0.00018022347711161841","0.5","0","1","35","17","64","4","21.140625","0.109375","0.328125","0","0.0","0","0.0","4641","1.7150776053215078","4.9445676274944566","3","19","0","37","0","22","8","3","1","0.0234375","0.1484375","0.0","0.2890625","0.171875","0.0625","0.0234375","0.0078125","24","82","970","402","213","474","241","75","16","57","40","189","111","107","6","350","46","0.008869179600886918","0.030303030303030304","0.35846267553584626","0.14855875831485588","0.0787139689578714","0.17516629711751663","0.08906134515890614","0.02771618625277162","0.005912786400591279","0.02106430155210643","0.014781966001478197","0.06984478935698447","0.041019955654102","0.03954175905395418","0.0022172949002217295","0.1293422025129342","0.016999260901699925","0.1729957805907173","0.21958762886597938","0.24845360824742269","0.016494845360824743","0.11443298969072165","0.041237113402061855","0.006185567010309278","0.04742268041237113","703","12.429226025498892","11.873909830007388","40.28170021480045","12.892759492793793","16.305473946784925","47.119930247597935","14.76465789715839","1362","8.996091629711753","14.71875","6392","4.015075376884422","0.2490613266583229","2.921100917431193","13.76814360026498","1592","545","268","277","0.4917431192660551","0.5082568807339449","0.9675090252707581","55","0.034547738693467334","-481","42","0.026381909547738693","838","0.5263819095477387","0.3957286432160804","1036800","12","23","81","0.01281959077996332","0.15606303808551","0.04514725448595778","0.5496133080402743","0.11827956989247312","5"
