Title,CC,CW,CSN,CS,CMSL,CP,CMPL,CLSL,CSSL,CSTDSL,CLSSR,CB,CBPS,CNL,CNLTLR,CR,CCC,CCCPC,CCCPS,CEL,CELPS,CELPC,CIL,CILPC,CI,CIPC,CIPS,CL3,CIB,CCT,CNCT,SSLS,SSSS,SMSS,SLSR,SSSR,SQ,SQPS,SE,SEPS,SS,SMSPW,SMCPW,SSTP,SSTART,SSTC,SSTSUB,SSTI,SSTD,SSTADJ,SSTN,SSTADV,SSTPPS,SSTARTPS,SSTCPS,SSTSUBPS,SSTDPS,SSTADJPS,SSTNPS,SSTADVPS,SMV,STB,SUW,SN,SUN,SV,SUV,SP,SUP,SADV,SUADV,SADJ,SUADJ,SCC,SUCC,SSUB,SUSUB,SMVPW,STBPW,SUWPW,SNPW,SUNPW,SVPW,SUVPW,SPPW,SUPPW,SADVPW,SUADVPW,SADJPW,SUADJPW,SCCPW,SUCCPW,SSUBPW,SUSUBPW,STBPV,SUNPUW,SUVPUW,SUPPUW,SUADJPUW,SUADVPUW,SUCCPUW,SUSUBPUW,SWL6,RARI,RCL,RFRE,RFK,RGFI,RLBI,RSG,RDWS,RDC,RLWF,HA,HAPR,HRPD,HRPC,HRPCSD,HR,HC,HRC,HAC,HRCPC,HACPC,HRCPAC,HREV,HREVPR,HRML,HREC,HRECPR,HACT,HACTPR,HOCCPR,HSSLE,NT,NIN,NOUT,NASSinin,NASSinout,NASSoutin,NASSoutout,NREP,Quality
"Mark Phillips","5228","837","40","6","850.8333333333334","23","227.30434782608697","1391","394","375.5078783017297","3.530456852791878","3","0.5","394","0.07536342769701607","29","37","0.007077276205049732","6.166666666666667","0","0.0","0.0","84","0.016067329762815608","1","0.00019127773527161438","0.16666666666666666","3","3","20","43","81","6","21.105263157894736","0.10526315789473684","0.3684210526315789","0","0.0","0","0.0","1306","1.628428927680798","4.9812967581047385","14","2","0","8","0","2","1","0","1","0.3684210526315789","0.05263157894736842","0.0","0.21052631578947367","0.05263157894736842","0.02631578947368421","0.0","0.02631578947368421","2","26","382","79","59","94","55","33","13","15","14","53","36","22","4","104","22","0.0024937655860349127","0.032418952618453865","0.4763092269326683","0.09850374064837905","0.07356608478802992","0.1172069825436409","0.0685785536159601","0.04114713216957606","0.016209476309226933","0.018703241895261846","0.017456359102244388","0.06608478802992519","0.04488778054862843","0.02743142144638404","0.004987531172069825","0.12967581047381546","0.02743142144638404","0.2765957446808511","0.1544502617801047","0.14397905759162305","0.034031413612565446","0.09424083769633508","0.03664921465968586","0.010471204188481676","0.05759162303664921","245","12.584539309620688","12.087531172069824","47.64807061294135","11.856513978212366","15.225147657172858","51.65389158682242","13.936533991178674","463","10.162494369339809","14.131578947368421","7013","9.65977961432507","0.1035220305147583","1.8333333333333333","2.950648930985191","726","396","265","131","0.6691919191919192","0.33080808080808083","2.0229007633587788","19","0.026170798898071626","-1207","33","0.045454545454545456","190","0.26170798898071623","0.6914600550964187","4406400","25","136","50","0.058005921019619655","0.6614218280646545","0.02132570625721311","0.2431697897296524","0.09411764705882353","2"
"Old Hancock Central High School","4435","733","44","3","1468.3333333333333","8","554.375","2570","262","1157.5544623616347","9.80916030534351","0","0.0","262","0.05907553551296505","2","9","0.002029312288613303","3.0","0","0.0","0.0","11","0.002480270574971815","0","0.0","0.0","0","1","2","8","33","1","19.236842105263158","0.10526315789473684","0.3157894736842105","0","0.0","0","0.0","1171","1.6019151846785227","4.891928864569083","1","18","0","8","0","21","1","2","2","0.02631578947368421","0.47368421052631576","0.0","0.21052631578947367","0.5526315789473685","0.02631578947368421","0.05263157894736842","0.05263157894736842","0","25","328","125","60","102","65","5","4","14","13","83","51","34","2","92","20","0.0","0.03419972640218878","0.4487004103967168","0.17099863201094392","0.08207934336525308","0.13953488372093023","0.08891928864569083","0.006839945280437756","0.005471956224350205","0.019151846785225718","0.017783857729138167","0.11354309165526676","0.06976744186046512","0.046511627906976744","0.0027359781121751026","0.12585499316005472","0.027359781121751026","0.24509803921568626","0.18292682926829268","0.19817073170731708","0.012195121951219513","0.15548780487804878","0.039634146341463415","0.006097560975609756","0.06097560975609756","197","11.229406004751958","11.425827633378933","51.7875806393549","10.814967600259202","14.0422060623515","46.18622651018792","13.110285616738597","328","8.039126848585212","12.671052631578947","1354","90.26666666666667","0.011078286558345642","1.5","1.5811388300841898","15","10","9","1","0.9","0.1","9.0","0","0.0","3","2","0.13333333333333333","0","0.0","0.6","3888000","0","1","9","3.757915108697695e-05","0.004545454545454545","0.0003382123597827925","0.04090909090909091","0.0","2"
"Legio X Fretensis","10630","1787","92","3","3532.0","29","366.55172413793105","9306","643","5000.431081416881","14.472783825816485","5","1.6666666666666667","643","0.06048918156161806","26","30","0.0028222013170272815","10.0","7","2.3333333333333335","0.000658513640639699","156","0.014675446848541863","5","0.00047036688617121356","1.6666666666666667","0","1","2","13","58","4","20.658823529411766","0.12941176470588237","0.2823529411764706","0","0.0","0","0.0","2949","1.679384965831435","4.779043280182233","8","19","0","24","0","22","4","4","8","0.09411764705882353","0.2235294117647059","0.0","0.2823529411764706","0.25882352941176473","0.047058823529411764","0.047058823529411764","0.09411764705882353","2","64","751","250","155","260","152","35","16","47","27","94","72","39","2","266","35","0.0011389521640091116","0.03644646924829157","0.4276765375854214","0.14236902050113895","0.08826879271070615","0.1480637813211845","0.08656036446469248","0.019931662870159454","0.009111617312072893","0.026765375854214124","0.015375854214123007","0.05353075170842825","0.04100227790432802","0.022209567198177675","0.0011389521640091116","0.15148063781321183","0.019931662870159454","0.24615384615384617","0.20639147802929428","0.20239680426098536","0.02130492676431425","0.09587217043941411","0.03595206391478029","0.002663115845539281","0.04660452729693742","445","11.408705614364195","10.867972665148063","43.79032600830766","12.283683773281528","15.84895082406539","46.0005091786145","14.436365498732375","855","8.71286101835723","14.24705882352941","6176","22.54014598540146","0.04436528497409326","2.1076923076923078","4.193472509452907","274","130","101","29","0.7769230769230769","0.2230769230769231","3.4827586206896552","1","0.0036496350364963502","0","4","0.014598540145985401","102","0.3722627737226277","0.583941605839416","1641600","24","85","99","0.13545816733067728","0.6613499319198599","0.15776892430278885","0.770278156000778","0.15","2"
"64 BC Syria earthquake","6171","986","59","5","1216.0","16","385.6875","2039","177","746.3286809442607","11.519774011299434","1","0.2","177","0.02868254739912494","24","24","0.003889158969372873","4.8","0","0.0","0.0","53","0.008588559390698428","0","0.0","0.0","0","0","1","3","37","7","17.157894736842106","0.08771929824561403","0.2631578947368421","0","0.0","0","0.0","1717","1.7556237218813906","5.077709611451943","3","24","0","5","0","28","2","1","2","0.05263157894736842","0.42105263157894735","0.0","0.08771929824561403","0.49122807017543857","0.03508771929824561","0.017543859649122806","0.03508771929824561","5","30","408","159","82","143","88","17","11","16","14","58","42","31","5","134","24","0.005112474437627812","0.03067484662576687","0.4171779141104294","0.16257668711656442","0.08384458077709611","0.14621676891615543","0.08997955010224949","0.017382413087934562","0.011247443762781187","0.016359918200409","0.014314928425357873","0.05930470347648262","0.04294478527607362","0.03169734151329243","0.005112474437627812","0.13701431492842536","0.024539877300613498","0.2097902097902098","0.20098039215686275","0.21568627450980393","0.02696078431372549","0.10294117647058823","0.03431372549019608","0.012254901960784314","0.058823529411764705","289","11.064959638359703","12.331779141104292","40.89396997093965","11.81793886556883","15.738413518458726","46.707996986330855","14.275570600244066","494","8.826757550317513","12.385964912280702","746","20.72222222222222","0.04825737265415549","6.0","12.24744871391589","36","6","6","0","1.0","0.0","0","0","0.0","0","1","0.027777777777777776","0","0.0","0.1388888888888889","0","0","1","43","0.0009065809535583303","0.006666666666666667","0.038982981003008205","0.2866666666666667","0.0","2"
"Rebecca Kamen","7411","1112","63","6","1218.8333333333333","16","463.1875","3064","476","940.3108883059191","6.436974789915967","3","0.5","640","0.0863581163135879","20","39","0.005262447712859263","6.5","4","0.6666666666666666","0.0005397382269599245","46","0.006206989610039131","2","0.00026986911347996224","0.3333333333333333","0","1","20","8","40","4","18.166666666666668","0.13333333333333333","0.31666666666666665","0","0.0","0","0.0","2045","1.8761467889908257","5.421100917431192","14","9","0","14","0","11","2","0","0","0.23333333333333334","0.15","0.0","0.23333333333333334","0.18333333333333332","0.03333333333333333","0.0","0.0","2","37","542","142","99","148","90","35","9","15","12","81","68","41","3","166","24","0.001834862385321101","0.03394495412844037","0.4972477064220184","0.13027522935779817","0.0908256880733945","0.13577981651376148","0.08256880733944955","0.03211009174311927","0.008256880733944955","0.013761467889908258","0.011009174311926606","0.07431192660550459","0.062385321100917435","0.03761467889908257","0.0027522935779816515","0.15229357798165138","0.022018348623853212","0.25","0.18265682656826568","0.16605166051660517","0.016605166051660517","0.12546125461254612","0.02214022140221402","0.005535055350553505","0.04428044280442804","386","13.186718654434252","14.446715596330272","29.67381498470948","13.633532110091743","17.908868501529053","53.57951070336392","15.688483145680365","613","9.781130886850155","13.916666666666666","2610","20.390625","0.04904214559386973","4.923076923076923","17.586183387928322","128","26","21","5","0.8076923076923077","0.19230769230769232","4.2","0","0.0","4","2","0.015625","91","0.7109375","0.2421875","10713600","2","4","27","0.0007975852419227305","0.02121433796634967","0.005383700382978431","0.14319678127286026","0.06896551724137931","2"
"Nauck, Virginia","12639","1998","101","8","1564.25","33","383.0","5081","106","1631.208294486023","47.93396226415094","0","0.0","1265","0.10008703220191471","37","68","0.0053801724820001584","8.5","0","0.0","0.0","85","0.006725215602500198","3","0.00023736055067647758","0.375","0","0","55","11","54","6","22.46590909090909","0.18181818181818182","0.38636363636363635","0","0.0","0","0.0","3321","1.6798179059180576","5.1800708143652","1","35","0","30","0","36","2","2","2","0.011363636363636364","0.3977272727272727","0.0","0.3409090909090909","0.4090909090909091","0.022727272727272728","0.022727272727272728","0.022727272727272728","3","36","699","299","142","244","129","30","9","43","29","115","71","63","4","238","33","0.0015174506828528073","0.018209408194233688","0.3535660091047041","0.15123925139099645","0.07182599898836621","0.12341932220536166","0.06525037936267071","0.015174506828528073","0.004552352048558422","0.02175012645422357","0.014668689934243804","0.058168942842690946","0.035912999494183105","0.03186646433990895","0.0020232675771370764","0.12038442083965605","0.01669195751138088","0.14754098360655737","0.20314735336194564","0.18454935622317598","0.012875536480686695","0.10157367668097282","0.04148783977110158","0.005722460658082976","0.04721030042918455","552","14.201088081114634","13.34126454223571","41.91950743205962","12.993555835287626","16.695013105255896","50.387001655400745","15.015930982034469","1059","9.572381928541867","15.5625","2519","10.15725806451613","0.09845176657403731","7.515151515151516","34.403053291206234","248","33","28","5","0.8484848484848485","0.15151515151515152","5.6","3","0.012096774193548387","62","2","0.008064516129032258","199","0.8024193548387096","0.14516129032258066","5702400","0","10","64","0.0017333603509688507","0.05130428499169015","0.011093506246200644","0.328347423946817","0.04225352112676056","2"
"Milice","9155","1427","67","5","1814.6","22","416.1363636363636","4070","1007","1276.377804570418","4.041708043694141","8","1.6","1133","0.12375750955761879","12","14","0.001529219006007646","2.8","1","0.2","0.00010922992900054615","97","0.010595303113052977","24","0.0026215182960131075","4.8","0","1","17","29","49","3","21.640625","0.1875","0.34375","0","0.0","0","0.0","2548","1.83971119133574","5.279422382671481","9","23","0","13","0","25","2","4","3","0.140625","0.359375","0.0","0.203125","0.390625","0.03125","0.0625","0.046875","5","52","688","170","133","216","138","34","13","42","35","111","85","59","5","193","32","0.0036101083032490976","0.03754512635379061","0.4967509025270758","0.12274368231046931","0.096028880866426","0.155956678700361","0.09963898916967509","0.02454873646209386","0.009386281588447653","0.03032490974729242","0.02527075812274368","0.08014440433212996","0.061371841155234655","0.04259927797833935","0.0036101083032490976","0.13935018050541517","0.023104693140794223","0.24074074074074073","0.1933139534883721","0.2005813953488372","0.0188953488372093","0.12354651162790697","0.050872093023255814","0.007267441860465116","0.046511627906976744","411","14.256391922382669","13.875205776173281","29.230198837996426","14.558435807761736","18.85119584837545","51.31571525270758","16.545694732597013","742","9.532710740072204","16.3359375","6806","15.124444444444444","0.06611813106082869","1.875","3.4666673371955152","450","240","171","69","0.7125","0.2875","2.4782608695652173","6","0.013333333333333334","400","12","0.02666666666666667","134","0.29777777777777775","0.62","1468800","18","167","82","0.08360613015608855","0.9762171684817424","0.04105211181316923","0.47934016655989753","0.136986301369863","2"
"Emilio Eduardo Massera","2978","475","21","2","1481.5","7","425.42857142857144","2418","545","1324.4110011624034","4.436697247706422","0","0.0","545","0.18300873069173942","8","11","0.0036937541974479517","5.5","0","0.0","0.0","39","0.013096037609133646","2","0.000671591672263264","1.0","0","1","8","15","43","7","23.65","0.15","0.3","0","0.0","0","0.0","868","1.8350951374207187","5.128964059196617","1","1","0","9","0","1","2","1","1","0.05","0.05","0.0","0.45","0.05","0.1","0.05","0.05","0","15","277","66","62","61","48","16","5","12","11","20","18","19","3","83","22","0.0","0.03171247357293869","0.5856236786469344","0.13953488372093023","0.13107822410147993","0.12896405919661733","0.1014799154334038","0.03382663847780127","0.010570824524312896","0.02536997885835095","0.023255813953488372","0.042283298097251586","0.03805496828752643","0.040169133192389","0.006342494714587738","0.17547568710359407","0.046511627906976744","0.2459016393442623","0.22382671480144403","0.17328519855595667","0.018050541516245487","0.06498194945848375","0.039711191335740074","0.010830324909747292","0.07942238267148015","149","14.552420718816066","13.106723044397462","27.58120137420721","15.287622621564484","20.199957716701903","55.151057082452425","17.524767212741477","253","9.618853953488374","18.175","6037","42.815602836879435","0.023355971509027663","1.396039603960396","1.0303320622089955","141","101","79","22","0.7821782178217822","0.21782178217821782","3.590909090909091","2","0.014184397163120567","57","3","0.02127659574468085","26","0.18439716312056736","0.8156028368794326","5011200","17","50","30","0.03680919725695845","0.22266959492435334","0.02208551835417507","0.133601756954612","0.0958904109589041","2"
"Mendoza, Argentina","17999","3186","320","12","1484.5833333333333","39","461.5128205128205","6985","39","1885.7403879129442","179.10256410256412","2","0.16666666666666666","1242","0.06900383354630812","33","42","0.002333462970165009","3.5","3","0.25","0.0001666759264403578","143","0.007944885826990388","4","0.00022223456858714373","0.3333333333333333","0","1","22","57","1043","1","31.978021978021978","0.03296703296703297","0.7692307692307693","0","0.0","0","0.0","4831","1.6601374570446736","4.738831615120275","8","32","0","9","0","34","5","4","0","0.08791208791208792","0.3516483516483517","0.0","0.0989010989010989","0.37362637362637363","0.054945054945054944","0.04395604395604396","0.0","5","71","1110","569","199","309","122","25","9","39","24","261","117","66","3","272","37","0.001718213058419244","0.024398625429553265","0.38144329896907214","0.19553264604810996","0.06838487972508592","0.10618556701030928","0.04192439862542955","0.00859106529209622","0.003092783505154639","0.013402061855670102","0.008247422680412371","0.08969072164948454","0.04020618556701031","0.02268041237113402","0.0010309278350515464","0.09347079037800687","0.012714776632302405","0.2297734627831715","0.17927927927927928","0.10990990990990991","0.008108108108108109","0.10540540540540541","0.021621621621621623","0.002702702702702703","0.03333333333333333","679","16.87890789622748","11.138694158075598","33.92967882632834","16.47105056455572","20.145160681243155","55.311355311355314","16.98073792036606","1804","11.374824666742194","21.86813186813187","6606","6.139405204460966","0.16288222827732365","2.143426294820717","8.156120524460556","1076","502","276","226","0.549800796812749","0.450199203187251","1.2212389380530972","42","0.03903345724907063","185","6","0.0055762081784386614","414","0.3847583643122677","0.5631970260223048","1728000","73","1046","107","3.6873797137902775","7.089706717470553","0.3771984984469978","0.7252376852479437","0.03873873873873874","2"
"Philippines, Province of China banners","4602","711","27","3","1522.3333333333333","14","328.7142857142857","2208","330","1036.4624128897938","6.6909090909090905","5","1.6666666666666667","330","0.07170795306388526","8","16","0.003476749239461104","5.333333333333333","0","0.0","0.0","35","0.007605388961321164","0","0.0","0.0","2","1","8","7","67","10","30.727272727272727","0.18181818181818182","0.4090909090909091","0","0.0","0","0.0","1271","1.8801775147928994","5.405325443786983","3","7","0","1","0","8","1","0","0","0.13636363636363635","0.3181818181818182","0.0","0.045454545454545456","0.36363636363636365","0.045454545454545456","0.0","0.0","2","20","305","97","61","92","59","6","4","18","12","45","39","12","2","103","23","0.0029585798816568047","0.029585798816568046","0.4511834319526627","0.14349112426035504","0.09023668639053255","0.13609467455621302","0.08727810650887574","0.008875739644970414","0.005917159763313609","0.026627218934911243","0.01775147928994083","0.06656804733727811","0.057692307692307696","0.01775147928994083","0.0029585798816568047","0.15236686390532544","0.034023668639053255","0.21739130434782608","0.2","0.19344262295081968","0.013114754098360656","0.12786885245901639","0.03934426229508197","0.006557377049180328","0.07540983606557378","234","19.39271920387305","15.02","16.583800430338925","18.57973103819258","22.527595481441637","65.34265734265733","19.148883663844018","345","9.582578644432491","23.227272727272727","1242","18.264705882352942","0.05475040257648953","2.0606060606060606","2.783201775152517","68","33","11","22","0.3333333333333333","0.6666666666666666","0.5","12","0.17647058823529413","0","1","0.014705882352941176","15","0.22058823529411764","0.5882352941176471","1728000","0","1","27","0.000310091255426597","0.005488043904351234","0.008372463896518119","0.14817718541748334","0.0","2"
"One (Canadian TV channel)","3412","538","26","4","839.5","11","310.1818181818182","2524","194","1128.150551418855","13.010309278350515","0","0.0","430","0.12602579132473624","11","11","0.003223915592028136","2.75","0","0.0","0.0","35","0.010257913247362251","4","0.0011723329425556857","1.0","0","1","2","9","40","8","24.136363636363637","0.18181818181818182","0.3181818181818182","0","0.0","0","0.0","931","1.753295668549906","5.109227871939736","1","5","0","11","0","5","0","0","3","0.045454545454545456","0.22727272727272727","0.0","0.5","0.22727272727272727","0.0","0.0","0.13636363636363635","5","9","252","105","58","62","43","18","5","11","10","27","20","23","3","72","18","0.009416195856873822","0.01694915254237288","0.4745762711864407","0.1977401129943503","0.10922787193973635","0.1167608286252354","0.08097928436911488","0.03389830508474576","0.009416195856873822","0.02071563088512241","0.018832391713747645","0.05084745762711865","0.03766478342749529","0.04331450094161959","0.005649717514124294","0.13559322033898305","0.03389830508474576","0.14516129032258066","0.23015873015873015","0.17063492063492064","0.01984126984126984","0.07936507936507936","0.03968253968253968","0.011904761904761904","0.07142857142857142","181","14.702645095017978","13.0158945386064","34.0077773497689","14.51207070707071","18.694093477144328","58.22299263824688","16.4712008295341","324","10.831739907550077","17.522727272727273","6034","32.26737967914438","0.030991050712628438","2.710144927536232","5.583856587561309","187","69","46","23","0.6666666666666666","0.3333333333333333","2.0","3","0.016042780748663103","-106","9","0.0481283422459893","63","0.33689839572192515","0.39037433155080214","5011200","1","17","21","0.011230441101526961","0.14804677780542425","0.013872897831298012","0.1828813137596417","0.08571428571428572","2"
"Grande Ronde Valley","7147","1191","78","5","1417.2","13","549.7692307692307","4456","409","1730.8921687961965","10.89486552567237","4","0.8","409","0.057226808451098364","15","28","0.0039177277179236044","5.6","0","0.0","0.0","79","0.011053588918427313","2","0.0002798376941374003","0.4","0","1","15","13","47","6","18.153846153846153","0.12307692307692308","0.3384615384615385","0","0.0","0","0.0","1888","1.6","4.744915254237288","9","18","0","6","0","24","10","0","3","0.13846153846153847","0.27692307692307694","0.0","0.09230769230769231","0.36923076923076925","0.15384615384615385","0.0","0.046153846153846156","7","45","498","129","78","159","98","22","8","40","26","55","42","50","4","135","30","0.005932203389830509","0.038135593220338986","0.42203389830508475","0.10932203389830508","0.06610169491525424","0.13474576271186442","0.08305084745762711","0.01864406779661017","0.006779661016949152","0.03389830508474576","0.022033898305084745","0.046610169491525424","0.03559322033898305","0.0423728813559322","0.003389830508474576","0.11440677966101695","0.025423728813559324","0.2830188679245283","0.1566265060240964","0.19678714859437751","0.01606425702811245","0.08433734939759036","0.05220883534136546","0.008032128514056224","0.060240963855421686","240","9.995473924380704","10.469593220338986","53.04884615384617","10.370000000000001","12.007301173402869","38.49282920469361","11.51311941424646","605","8.996151108213821","11.23076923076923","4879","68.71830985915493","0.014552162328345972","2.088235294117647","2.9681914405589622","71","34","31","3","0.9117647058823529","0.08823529411764706","10.333333333333334","0","0.0","0","1","0.014084507042253521","17","0.23943661971830985","0.5211267605633803","14342400","1","25","60","0.023285169797909237","0.2281460134486071","0.05588440751498217","0.547550432276657","0.11842105263157894","2"
"Chushul","3737","616","44","7","516.4285714285714","13","287.46153846153845","1084","119","343.9064103031798","9.109243697478991","0","0.0","711","0.19025956649719025","13","15","0.004013914905004014","2.142857142857143","1","0.14285714285714285","0.0002675943270002676","61","0.016323253947016322","2","0.0005351886540005352","0.2857142857142857","0","1","16","22","36","3","15.0","0.15","0.25","0","0.0","0","0.0","960","1.6","4.868333333333333","3","7","0","9","0","8","1","0","0","0.075","0.175","0.0","0.225","0.2","0.025","0.0","0.0","0","17","321","93","75","54","37","5","4","11","11","30","25","15","3","101","21","0.0","0.028333333333333332","0.535","0.155","0.125","0.09","0.06166666666666667","0.008333333333333333","0.006666666666666667","0.018333333333333333","0.018333333333333333","0.05","0.041666666666666664","0.025","0.005","0.16833333333333333","0.035","0.3148148148148148","0.2336448598130841","0.11526479750778816","0.012461059190031152","0.0778816199376947","0.03426791277258567","0.009345794392523364","0.06542056074766354","163","8.999849999999999","10.852466666666665","56.25","9.139999999999997","11.133333333333335","42.16666666666667","11.055213786087101","333","9.50745","8.425","4865","39.233870967741936","0.02548818088386434","2.1016949152542375","2.544059444478974","124","59","42","17","0.711864406779661","0.288135593220339","2.4705882352941178","1","0.008064516129032258","579","4","0.03225806451612903","26","0.20967741935483872","0.5483870967741935","11404800","7","34","24","0.007574608471426945","0.2747592847317744","0.00534678245041902","0.1939477303988996","0.23404255319148937","2"
"FOSDEM","13335","1785","56","4","3323.0","15","889.0","12269","162","5966.591712750812","75.73456790123457","1","0.25","580","0.04349456317960255","38","40","0.0029996250468691415","10.0","0","0.0","0.0","143","0.01072365954255718","5","0.0003749531308586427","1.25","0","1","37","10","176","1","37.1063829787234","0.2553191489361702","0.6808510638297872","2","0.0425531914893617","1","0.02127659574468085","3463","1.985665137614679","6.048738532110092","4","5","0","0","0","5","7","18","1","0.0851063829787234","0.10638297872340426","0.0","0.0","0.10638297872340426","0.14893617021276595","0.3829787234042553","0.02127659574468085","3","25","730","165","101","134","76","15","6","11","9","93","46","100","4","101","22","0.0017201834862385322","0.014334862385321102","0.41857798165137616","0.09461009174311927","0.05791284403669725","0.0768348623853211","0.04357798165137615","0.008600917431192661","0.0034403669724770644","0.006307339449541285","0.005160550458715597","0.053325688073394495","0.026376146788990827","0.05733944954128441","0.0022935779816513763","0.05791284403669725","0.01261467889908257","0.1865671641791045","0.13835616438356163","0.10410958904109589","0.00821917808219178","0.06301369863013699","0.012328767123287671","0.005479452054794521","0.030136986301369864","703","25.61274997560023","18.968876146788983","1.1847506343939358","22.31233798555534","25.87466328323248","77.41601600624634","21.404569589682346","1366","14.208102742533674","28.78723404255319","6574","24.438661710037174","0.040918770915728625","1.6303030303030304","1.6828555958231235","269","165","125","40","0.7575757575757576","0.24242424242424243","3.125","3","0.011152416356877323","150","4","0.01486988847583643","57","0.21189591078066913","0.7286245353159851","1814400","18","48","73","0.07034804440083092","0.4078616816905571","0.10698765085959702","0.6202896409043889","0.05217391304347826","2"
"Penny Sackett","4178","627","31","4","1024.0","8","522.25","1871","303","678.5843106546648","6.1749174917491745","0","0.0","303","0.07252273815222594","15","30","0.007180469123982767","7.5","6","1.5","0.0014360938247965534","54","0.01292484442316898","0","0.0","0.0","0","1","15","15","53","14","22.85185185185185","0.037037037037037035","0.2962962962962963","0","0.0","0","0.0","1153","1.8687196110210698","5.520259319286872","7","1","0","11","0","1","0","0","0","0.25925925925925924","0.037037037037037035","0.0","0.4074074074074074","0.037037037037037035","0.0","0.0","0.0","0","22","312","90","68","63","44","22","6","5","5","40","36","24","1","105","20","0.0","0.03565640194489465","0.5056726094003241","0.1458670988654781","0.11021069692058347","0.10210696920583469","0.0713128038897893","0.03565640194489465","0.009724473257698542","0.008103727714748784","0.008103727714748784","0.06482982171799027","0.05834683954619125","0.03889789303079417","0.0016207455429497568","0.17017828200972449","0.03241491085899514","0.3492063492063492","0.21794871794871795","0.14102564102564102","0.019230769230769232","0.11538461538461539","0.016025641025641024","0.003205128205128205","0.0641025641025641","238","15.996347319767096","15.363824959481363","25.54669127798789","15.373113632270847","19.513512215619187","61.42559577405606","17.035766666666667","333","9.655445368869682","17.35185185185185","4950","33.445945945945944","0.0298989898989899","2.8461538461538463","10.65204503127997","148","52","40","12","0.7692307692307693","0.23076923076923078","3.3333333333333335","5","0.033783783783783786","71","4","0.02702702702702703","82","0.5540540540540541","0.4189189189189189","5356800","5","12","40","0.0015169104558470706","0.06671961874503574","0.005056368186156903","0.22239872915011913","0.061224489795918366","2"
"Cyrilovite","3615","529","34","5","705.8","10","361.5","1350","277","442.79645436701503","4.873646209386282","0","0.0","323","0.08934993084370678","8","22","0.006085753803596127","4.4","0","0.0","0.0","38","0.010511756569847857","0","0.0","0.0","0","1","1","2","31","5","17.9","0.13333333333333333","0.3","0","0.0","0","0.0","1091","2.031657355679702","5.400372439478585","4","12","0","1","0","13","1","3","0","0.13333333333333333","0.4","0.0","0.03333333333333333","0.43333333333333335","0.03333333333333333","0.1","0.0","3","27","273","96","60","72","47","9","5","15","13","70","57","29","3","74","18","0.00558659217877095","0.05027932960893855","0.5083798882681564","0.1787709497206704","0.11173184357541899","0.1340782122905028","0.08752327746741155","0.01675977653631285","0.00931098696461825","0.027932960893854747","0.024208566108007448","0.1303538175046555","0.10614525139664804","0.054003724394785846","0.00558659217877095","0.1378026070763501","0.0335195530726257","0.375","0.21978021978021978","0.17216117216117216","0.018315018315018316","0.2087912087912088","0.047619047619047616","0.01098901098901099","0.06593406593406594","189","12.955754189944138","14.300558659217877","16.78828770949724","15.364556797020487","20.269869646182496","53.09553072625698","16.966058625362727","299","9.679664953445068","14.816666666666666","4521","137.0","0.0072992700729927005","1.5","1.3363062095621219","33","22","21","1","0.9545454545454546","0.045454545454545456","21.0","0","0.0","0","1","0.030303030303030304","6","0.18181818181818182","0.6666666666666666","6307200","6","3","33","0.0025364769542951006","0.027054882762174697","0.02790124649724611","0.2976037103839217","0.02857142857142857","2"
"Robert Richard Torrens","12645","2053","81","7","1790.5714285714287","38","332.7631578947368","4868","754","1385.097211647719","6.456233421750663","4","0.5714285714285714","1263","0.09988137603795967","34","90","0.0071174377224199285","12.857142857142858","1","0.14285714285714285","7.908264136022143e-05","132","0.01043890865954923","0","0.0","0.0","0","1","35","45","112","7","28.619718309859156","0.16901408450704225","0.4647887323943662","0","0.0","0","0.0","3432","1.688976377952756","4.9734251968503935","20","8","0","13","0","10","1","4","3","0.28169014084507044","0.11267605633802817","0.0","0.18309859154929578","0.14084507042253522","0.014084507042253521","0.056338028169014086","0.04225352112676056","6","56","789","275","182","269","160","80","13","44","31","108","71","81","6","342","31","0.002952755905511811","0.027559055118110236","0.3882874015748031","0.13533464566929135","0.08956692913385826","0.13238188976377951","0.07874015748031496","0.03937007874015748","0.0063976377952755905","0.021653543307086614","0.015255905511811024","0.0531496062992126","0.034940944881889764","0.03986220472440945","0.002952755905511811","0.16830708661417323","0.015255905511811024","0.20817843866171004","0.23067173637515842","0.20278833967046894","0.016476552598225603","0.08998732572877059","0.03929024081115336","0.0076045627376425855","0.03929024081115336","587","16.30469183209493","12.409488188976376","34.89858434068984","15.501611400687594","19.302218032605083","57.50751358544971","16.671704930730982","1012","9.28345535100366","19.929577464788732","6304","21.813148788927336","0.045843908629441626","2.675925925925926","6.817828063869054","289","108","82","26","0.7592592592592593","0.24074074074074073","3.1538461538461537","5","0.01730103806228374","128","3","0.010380622837370242","126","0.4359861591695502","0.42214532871972316","2764800","3","73","74","0.05907601869715529","0.44470978117842","0.059885279227253306","0.4508016959890833","0.176","2"
